id	logFC	adj.P.Val	P.Value	t	AveExpr	-log10(padj)	-log10(pvalue)
TXNRD1	-0.718198103	0.000144308	2.81136e-05	-6.507275163	26.13181094	3.84070959226375	4.55108353859645
SUPT16H	-0.628140383	0.000144881	2.82655e-05	-6.503616078	27.42331225	3.8389885650892	4.54874332772304
NOS1	-2.016345322	0.000146218	2.8567e-05	-6.496417628	16.63986668	3.83499916076062	4.54413536521247
CC2D1B	-2.016618346	0.00014635	2.86338e-05	-6.494835707	16.99128546	3.83460727323019	4.54312101280553
NOL6	-1.229740254	0.000148586	2.91126e-05	-6.483595899	18.22327855	3.8280221085376	4.53591900667972
ARFGEF1	-1.32499327	0.000150207	2.9472e-05	-6.475286861	23.4651015	3.82330982771444	4.53059039148325
TMF1	-2.1994122	0.000150527	2.95797e-05	-6.472818178	20.34588915	3.82238559376245	4.52900623497081
RPL4	-1.438329909	0.000150527	2.96188e-05	-6.471923032	23.30285077	3.82238559376245	4.528432540816
COPA	-0.999452222	0.000150528	2.96609e-05	-6.470962644	23.69722563	3.82238270861201	4.52781567532033
CSTF2	-1.315101448	0.000153846	3.03575e-05	-6.455265756	18.41670785	3.81291379093755	4.51773399631114
RARS1	-0.680902883	0.000154861	3.06316e-05	-6.449194989	25.23622917	3.81005794064862	4.51383031781886
ADGRL3	1.686407307	0.000154861	3.06441e-05	6.448919995	20.30227028	3.81005794064862	4.5136531291095
KLRG2	-1.257146061	0.000155638	3.08413e-05	-6.444588788	22.18225455	3.80788435866079	4.51086732417078
BPTF	-1.217838832	0.000155713	3.08996e-05	-6.443313547	21.82677734	3.80767512800618	4.51004714254659
HCFC1	-1.183119681	0.000156105	3.10209e-05	-6.44067027	23.33020794	3.8065831863826	4.50834560628503
DPYSL5	-1.848097005	0.000156921	3.12428e-05	-6.435861313	18.20762541	3.80431893293418	4.50525005129739
SF3B1	-0.722481163	0.000156921	3.12705e-05	-6.435264809	25.0869021	3.80431893293418	4.50486517454521
PALD1	-2.284234349	0.00015861	3.16513e-05	-6.427102544	18.99113093	3.79966943487523	4.49960844769301
FASN	-0.971289851	0.000159545	3.18823e-05	-6.422203157	27.31665376	3.79711680166436	4.49645035599368
CYP20A1	-1.706078183	0.000159686	3.1955e-05	-6.420669245	17.5321004	3.79673315768285	4.49546117811543
MGAT3	0.878633138	0.000160324	3.21274e-05	6.417045218	22.08885378	3.79500146025736	4.49312441952605
ANP32E	-1.325984603	0.000161708	3.24497e-05	-6.41032742	25.68750262	3.79126849419433	4.48878931393131
ADAR	-2.415076081	0.000162044	3.25623e-05	-6.407995343	20.04294409	3.79036704494731	4.4872849268163
RALBP1	-1.56607174	0.000163092	3.28185e-05	-6.402725989	19.93252662	3.78756734148006	4.48388127266166
UCK2	-1.421513228	0.000163605	3.29672e-05	-6.399684651	17.61617359	3.78620342780878	4.48191793718163
YBX1	-1.366297478	0.000166137	3.35237e-05	-6.406491941	27.67403997	3.77953363602324	4.47464805445394
ARFGAP3	-1.670252702	0.000166776	3.36992e-05	-6.384932554	18.67148363	3.77786644660894	4.47238040891232
PSMB6	-0.82170988	0.000167365	3.38649e-05	-6.381639228	26.47423697	3.77633535814759	4.47025020248822
TTI1	-1.479891459	0.000167657	3.39707e-05	-6.379547088	16.7074169	3.77557830923243	4.4688955039688
NCBP3	-2.040517154	0.000169851	3.44625e-05	-6.369905229	18.54946267	3.76993189187194	4.46265322088617
LZIC	-1.524545069	0.000174164	3.53862e-05	-6.352185892	18.67725455	3.75904160947237	4.45116607222089
MANEA	-0.98328415	0.000174299	3.54833e-05	-6.350352413	29.05525312	3.75870510454651	4.4499759969253
CIRBP	-2.103606073	0.000174299	3.55107e-05	-6.350479861	21.95665189	3.75870510454651	4.44964076664119
NOLC1	-0.995063905	0.000174642	3.57253e-05	-6.345804502	26.72251115	3.75785130373049	4.44702411557275
PACS1	-2.552365726	0.000174642	3.57253e-05	-6.345804297	19.87003187	3.75785130373049	4.44702411557275
RNF2	-1.265912793	0.000174642	3.57266e-05	-6.345780224	18.83406429	3.75785130373049	4.44700831241492
PSMD13	-1.257083498	0.000175732	3.6034e-05	-6.34005067	22.22821517	3.7551491482485	4.44328752579014
PRDX6	-0.657639382	0.000175732	3.60693e-05	-6.339396185	25.53275218	3.7551491482485	4.44286228599013
GBP1	-0.884456011	0.000175732	3.60967e-05	-6.338888959	23.83370968	3.7551491482485	4.44253249995859
PWP1	-1.248768561	0.000177952	3.66022e-05	-6.32959472	22.83957658	3.74969712660319	4.43649281025735
EVA1A	1.03104263	0.000177991	3.66599e-05	6.328542649	21.86001917	3.74960195695602	4.43580872403031
TCP1	-0.782575182	0.000179102	3.69385e-05	-6.323486243	24.41761029	3.74689956443509	4.4325207443844
ACSS2	-1.005627548	0.000179156	3.69997e-05	-6.322382325	23.1364442	3.74676864257319	4.43180179725389
MGAT5B	-1.580719367	0.000181634	3.75619e-05	-6.312319286	19.69042433	3.74080285278478	4.42525244785838
YY1	-2.105501577	0.000181724	3.76757e-05	-6.310302615	20.2157609	3.74058771232181	4.42393866991411
PA2G4	-0.541280952	0.000181724	3.76892e-05	-6.310062649	27.0286692	3.74058771232181	4.42378308089141
UGDH	1.174265366	0.000181724	3.77452e-05	6.309073293	22.87027259	3.74058771232181	4.42313826909588
RPL13A	-1.530786855	0.000181724	3.77833e-05	-6.308400929	18.90550953	3.74058771232181	4.42270011340196
FDPS	-0.760179081	0.00018305	3.81099e-05	-6.302663658	24.56780816	3.73743026678245	4.41896219081076
PSMD7	-0.946758073	0.000183244	3.82014e-05	-6.301067155	24.861745	3.7369702366571	4.41792072082826
CDKN2AIP	-1.84250148	0.000183413	3.82878e-05	-6.299562178	20.2056209	3.73656988552436	4.41693958730364
EXOC6	-1.44938517	0.000183633	3.83848e-05	-6.297876062	19.55399952	3.73604927068338	4.41584071789737
IL6	1.51438927	0.000183751	3.84606e-05	6.296561871	18.8339912	3.73577028874281	4.41498394488546
PSMA5	-0.853837091	0.000190477	3.99217e-05	-6.271758553	23.58297386	3.72015745765833	4.39879097327396
PRPF19	-0.792270928	0.000190735	4.00288e-05	-6.269978888	25.90759682	3.71956960631347	4.39762742916019
UQCC3	-1.440806482	0.000191991	4.03459e-05	-6.264738189	19.00321766	3.71671912932743	4.39420059223922
NUDT5	-0.727384459	0.000194634	4.09556e-05	-6.254781659	25.0227443	3.71078129190633	4.38768670726571
NCBP2	-1.723655633	0.000195293	4.11488e-05	-6.251660322	17.42923626	3.70931332310158	4.38564282536003
TGOLN2	1.011440821	0.000195519	4.12507e-05	6.250018984	25.36328214	3.70881103267113	4.38456867733083
REPS1	-2.321763911	0.000196834	4.16141e-05	-6.244205324	20.83996018	3.70589988183449	4.38075949353999
AOC1	-1.034148629	0.000196834	4.1638e-05	-6.243824537	24.19630951	3.70589988183449	4.38051013914767
RPL7	-1.118373207	0.00020243	4.28782e-05	-6.224387645	23.12348971	3.69372512489065	4.36776345434317
KIAA1217	-2.615674061	0.000202801	4.30132e-05	-6.222309239	18.9824973	3.69292990785245	4.36639824657296
CIP2A	-1.634496495	0.000203903	4.33039e-05	-6.217854527	21.90192277	3.69057638445305	4.36347298881507
ANXA6	-3.342115205	0.000206058	4.3819e-05	-6.265170984	19.46996788	3.68601051975424	4.35833753776202
CA12	-2.038684094	0.000206634	4.39989e-05	-6.207330381	20.04343087	3.68479821719441	4.35655818101158
RO60	-0.836872862	0.000209267	4.46751e-05	-6.197260275	22.8137919	3.67929925158416	4.34993446670369
LMAN1	1.411286597	0.000209267	4.46762e-05	6.197243935	23.31322465	3.67929925158416	4.34992377354243
IGF2BP3	-2.028384174	0.000209596	4.4805e-05	-6.195344291	19.41534337	3.67861700983003	4.34867351834019
TAOK1	-2.2421021	0.000210318	4.50179e-05	-6.192216237	18.92244367	3.67712355676616	4.34661476788023
POLR2A	-1.405546573	0.000210396	4.50933e-05	-6.191112764	16.14749731	3.67696252114587	4.34588798116386
ALDH9A1	-1.064681553	0.000210856	4.52506e-05	-6.188815692	22.48307532	3.67601403643324	4.34437565789609
RNF20	-1.646458879	0.000214318	4.60533e-05	-6.177224828	21.66544179	3.66894135218548	4.33673924450207
PCDH9	-1.606167441	0.000214341	4.61179e-05	-6.176302191	20.5297323	3.66889474743395	4.33613047672808
ZC3H4	-1.646914179	0.000217328	4.68211e-05	-6.166337335	18.66878458	3.66288431665181	4.3295583873434
PSMD4	-1.749700566	0.000217678	4.6995e-05	-6.163897803	20.91392692	3.66218546145686	4.32794834606261
RBMXL1	-1.149112087	0.000217678	4.70179e-05	-6.163578021	19.79237022	3.66218546145686	4.32773677203751
EGF	-1.393379601	0.000218985	4.73612e-05	-6.158791739	17.13982962	3.65958563237602	4.32457730234139
ATXN2	-2.66937826	0.000219377	4.75071e-05	-6.156768532	18.34510674	3.65880890682826	4.32324147963
ROBO1	0.706545099	0.000221358	4.79979e-05	6.150013276	26.23633261	3.6549047777598	4.31877776342364
USP19	-1.188446	0.000221836	4.81634e-05	-6.147750239	17.83444009	3.65396797427039	4.31728286250774
RPLP0	-0.627886279	0.000223983	4.87054e-05	-6.140400109	24.30444104	3.64978494276568	4.31242288559869
ARL6IP5	-0.760569605	0.000223983	4.87545e-05	-6.13973937	22.96913482	3.64978494276568	4.31198529309417
GYG1	-0.988500334	0.000224145	4.88521e-05	-6.138425539	24.09746233	3.64947094449227	4.31111676257347
RAD50	0.857141272	0.000225558	4.9223e-05	6.133461428	24.33125115	3.64674176491191	4.30783192082945
PSMC1	-1.350108438	0.000226132	4.94479e-05	-6.130471435	23.6053318	3.64563797617715	4.30585214770235
CUSTOS	-3.027897095	0.000226132	4.94743e-05	-6.130853896	19.29355811	3.64563797617715	4.30562034180652
PTPRG	0.651203572	0.000226903	4.97061e-05	6.127054675	26.19240026	3.64415976204881	4.30359031078827
TMEM106B	-1.247058543	0.000230012	5.04637e-05	-6.117139708	20.31370209	3.63824950573095	4.29702091016658
OSBPL10	-1.508036803	0.000230012	5.05154e-05	-6.116468328	18.56952946	3.63824950573095	4.29657620375355
TBC1D15	-1.563763436	0.000230319	5.0647e-05	-6.114763332	18.46903409	3.63767023374748	4.29544627433198
ABCF1	-0.782274692	0.000231027	5.08672e-05	-6.111921566	25.86557191	3.63633726138153	4.29356216757833
YIPF6	-1.598869212	0.000231211	5.09721e-05	-6.110572682	21.17086357	3.63599150794329	4.29266747354049
SERPINA3	-0.704751583	0.000233354	5.15967e-05	-6.102599928	27.30994038	3.63198475032612	4.28737807390807
ITM2B	-1.354238737	0.000233354	5.16522e-05	-6.101896509	19.4436445	3.63198475032612	4.28691117603183
PCOLCE2	-0.859590081	0.000233354	5.16551e-05	-6.101860485	21.7868616	3.63198475032612	4.28688679335998
RANGAP1	-0.907340081	0.000233354	5.17048e-05	-6.101231426	22.51824506	3.63198475032612	4.28646913743318
POLE	1.767905729	0.000233546	5.18124e-05	6.099870838	19.33394732	3.63162756658131	4.28556629031053
HTT	-1.483580846	0.000234103	5.20011e-05	-6.097492981	21.42143378	3.63059302083948	4.28398746946371
RPS2	-1.136001818	0.000236653	5.26335e-05	-6.089590207	22.47187853	3.62588798570185	4.27873774949353
NMD3	-0.879370394	0.000237106	5.28003e-05	-6.087521994	21.77031659	3.62505745600105	4.27736360989091
PDGFB	-1.167658714	0.000238785	5.32408e-05	-6.082094272	19.17291806	3.62199295820362	4.27375542740895
UBTF	-0.878001273	0.000239531	5.34739e-05	-6.079240854	26.21505143	3.62063827240514	4.27185814044215
ZYX	-1.358503391	0.00024146	5.39719e-05	-6.073190204	20.99694643	3.61715480370374	4.26783229297812
PYGL	-0.935552532	0.000241886	5.41344e-05	-6.071227357	25.4124825	3.61638926722596	4.26652667237208
SLC9A3R1	-1.509781521	0.000241947	5.42157e-05	-6.070249205	23.25293916	3.61627975851722	4.26587493050926
UBR1	-1.175478063	0.000242093	5.43777e-05	-6.068302156	21.99071431	3.61601776778802	4.26457916560532
DRAXIN	-1.441348322	0.000242093	5.43968e-05	-6.068072906	17.62295402	3.61601776778802	4.26442664778745
PES1	-1.919349562	0.000242093	5.44507e-05	-6.067426941	22.04614882	3.61601776778802	4.26399653272761
IL4I1	-1.633047832	0.000243284	5.48824e-05	-6.062277471	19.74532892	3.61388645227018	4.26056690524653
MPP2	-1.055727957	0.000243284	5.49443e-05	-6.061542781	16.33492531	3.61388645227018	4.26007735523225
MAGI1	-1.703127465	0.000243284	5.49687e-05	-6.061252916	17.66609554	3.61388645227018	4.25988453390024
PSMD8	-1.109055952	0.000243284	5.50099e-05	-6.060764343	20.50191893	3.61388645227018	4.25955914453374
PHF6	-1.506796165	0.000243284	5.50576e-05	-6.060199037	21.32861974	3.61388645227018	4.25918272373589
PTGFRN	-0.739798974	0.000244355	5.5368e-05	-6.056535015	28.07565429	3.611978769997	4.2567411637673
ERCC6L	-2.0019088	0.000246035	5.58376e-05	-6.051032854	17.59831998	3.60900310742651	4.25307325673798
RPL3	-1.115060363	0.000246035	5.58859e-05	-6.050470018	25.5354981	3.60900310742651	4.25269775069346
LEO1	-0.74751526	0.00024729	5.62398e-05	-6.046358901	24.51001595	3.60679344543663	4.2499562324237
GET3	-1.203099619	0.000248497	5.65836e-05	-6.042392945	19.96088471	3.60467884995403	4.24730942502328
BOP1	-1.55124548	0.000250449	5.70979e-05	-6.036505542	21.61624485	3.60128069803455	4.24337986434931
KDM3B	-0.969485726	0.000252587	5.76558e-05	-6.030182659	21.866243	3.59758900521992	4.23915699745352
UBR2	-1.403035416	0.000253404	5.79129e-05	-6.027290732	17.86394728	3.59618653402946	4.23722468713944
RANBP9	-2.276131537	0.000254554	5.82476e-05	-6.023545517	17.50902529	3.59422007417456	4.2347219643488
NSFL1C	-1.481469615	0.000254554	5.83448e-05	-6.022461985	23.6769629	3.59422007417456	4.23399784453618
HSP90B1	-0.783685186	0.000254554	5.83885e-05	-6.021975615	30.16481044	3.59422007417456	4.23367268162644
COL26A1	-0.867322343	0.000257878	5.92227e-05	-6.012763988	25.73107412	3.58858570666448	4.22751179673782
GALNT18	-1.112166407	0.000258079	5.9341e-05	-6.011469158	22.61031627	3.58824733274852	4.22664513933326
GPC1	0.649991566	0.000258109	5.94196e-05	6.010609713	25.45799721	3.5881968517824	4.2260702760998
HAUS4	-1.390784727	0.000261072	6.02215e-05	-6.001914102	20.33949933	3.58323970380924	4.22024843126083
CACYBP	-0.899769775	0.000261072	6.02475e-05	-6.001634598	25.52351036	3.58323970380924	4.2200609696449
PSMB5	-0.592782138	0.000261484	6.04154e-05	-5.999829959	27.0153511	3.58255488012099	4.21885234478053
RBBP7	-1.082514131	0.000263238	6.08939e-05	-5.99471651	22.86585612	3.57965141749316	4.21542621030679
TPR	-0.962845353	0.000263746	6.10868e-05	-5.992667715	26.12291493	3.57881411820079	4.21405262456093
MORF4L2	-0.927829527	0.000263746	6.11585e-05	-5.991907186	21.69786423	3.57881411820079	4.21354317482465
NRP1	-0.699714228	0.000264475	6.14166e-05	-5.989179152	23.59462484	3.57761537419661	4.21171422960753
SWAP70	-0.780872625	0.000264475	6.14926e-05	-5.988378209	24.35766157	3.57761537419661	4.21117714394053
SIPA1L1	-1.821591616	0.000264475	6.15487e-05	-5.987787846	18.0269664	3.57761537419661	4.21078111558057
ATM	-1.834135348	0.000272149	6.34105e-05	-5.968505571	16.72504573	3.5651932571407	4.19783882233133
ALCAM	-0.550286929	0.000272901	6.36617e-05	-5.965949405	26.36131766	3.56399487292781	4.19612176831066
IGFBP5	-0.968503031	0.000273756	6.39375e-05	-5.963155368	24.2450528	3.56263635347297	4.19424434894376
MTREX	-1.716918575	0.000273785	6.40206e-05	-5.962316414	20.60221481	3.56259034946602	4.19368025997214
LRRC37A	-1.278578433	0.000274629	6.42944e-05	-5.959559199	17.4413506	3.56125360448099	4.19182685219258
TXNL1	-1.051643318	0.000274657	6.44091e-05	-5.958408652	24.70116048	3.56120932792741	4.19105276927701
OSMR	-0.592842864	0.000274657	6.44542e-05	-5.957956467	24.52396717	3.56120932792741	4.19074877765281
MAPT	-2.221503701	0.000275516	6.47324e-05	-5.955174441	17.8023333	3.55985317536051	4.18887829090522
DNAJA1	-0.975859223	0.000276841	6.51623e-05	-5.95090182	23.16975372	3.55776959067786	4.18600359502529
FSTL3	-1.084067703	0.000276841	6.5198e-05	-5.950547843	20.79338772	3.55776959067786	4.18576572638903
MAPRE1	-0.879334073	0.000280564	6.61531e-05	-5.94116551	23.87287493	3.55196805534745	4.17944979952865
RPL7A	-1.165212872	0.000282956	6.68545e-05	-5.934365099	23.30869466	3.54828109254235	4.17486935490321
INSR	-1.081098977	0.000282956	6.68747e-05	-5.93417109	19.55328911	3.54828109254235	4.17473815321201
SRSF1	-1.013135619	0.000283762	6.71444e-05	-5.93157748	28.60091739	3.5470457635483	4.17299020266042
APPL1	-1.098764515	0.00029037	6.87889e-05	-5.915997112	20.32924439	3.53704825542195	4.1624816352771
PSMA7	-0.643859901	0.000290456	6.88903e-05	-5.915048979	27.02178479	3.53691964779861	4.16184192400005
GMDS	-0.981252996	0.000291527	6.92255e-05	-5.911926645	23.52281377	3.53532121652078	4.15973389876106
POLE3	-0.863227933	0.000291565	6.93472e-05	-5.910797276	22.13221055	3.53526461073529	4.15897106954525
PSMC4	-1.340625215	0.000291565	6.9397e-05	-5.910335357	22.37063168	3.53526461073529	4.15865930348761
GOLGA5	-1.536117403	0.000291582	6.95556e-05	-5.908867217	19.39896326	3.53523928948287	4.15766789872452
COPS5	-1.088773288	0.000291582	6.95635e-05	-5.908794001	22.00106769	3.53523928948287	4.15761857513904
UBA6	-1.435958941	0.000296292	7.077e-05	-5.897743055	20.2524084	3.52828007448269	4.15015080439474
PSMA4	-0.575724237	0.000296958	7.10117e-05	-5.895553125	26.973587	3.52730497040698	4.14867009033982
MTA2	-1.20440771	0.000297014	7.1108e-05	-5.894682533	20.2272198	3.52722307937151	4.14808153625467
DENND2C	2.038480963	0.000297794	7.13776e-05	5.892252109	18.30317679	3.52608405672871	4.14643805884995
ECHDC1	-1.624691516	0.000302224	7.25236e-05	-5.882030514	18.14940761	3.51967105073922	4.13952064609156
ANKZF1	-1.999968384	0.000303521	7.29895e-05	-5.877923346	18.62356281	3.51781125559825	4.13673961138699
PRMT1	-0.903277303	0.000303521	7.30041e-05	-5.877794417	24.67943865	3.51781125559825	4.13665274868264
SF3B3	-0.756948849	0.000303643	7.31182e-05	-5.8767938	27.04917575	3.51763672638537	4.13597450846254
WARS1	-0.827899128	0.000305568	7.36668e-05	-5.872002075	24.03222169	3.51489212833943	4.1327281949819
DLG3	-1.661089383	0.000306638	7.40102e-05	-5.869021076	19.46408045	3.51337402636457	4.13070842218191
RPL8	-0.904574599	0.000307165	7.4223e-05	-5.867182076	23.71490734	3.51262827162502	4.12946149599754
DRAP1	-1.382723852	0.000307617	7.4418e-05	-5.865500998	19.8708198	3.51198966756312	4.12832200591668
ATRX	-1.189247684	0.000308596	7.47632e-05	-5.862536751	22.89009192	3.51060970753141	4.12631211830712
RBM19	-2.588565845	0.000308596	7.48268e-05	-5.862532314	17.19411686	3.51060970753141	4.12594282716849
ACIN1	-1.236376519	0.000309162	7.50501e-05	-5.860623587	25.82855206	3.50981389187046	4.12464872474757
SYNPO	-3.044896846	0.000311046	7.55942e-05	-5.96979026	16.2802285	3.50717537924045	4.12151152466579
LTB4R	1.162264282	0.000313654	7.63154e-05	5.849386342	20.7987952	3.5035491695746	4.11738781512293
HADH	-1.451093209	0.000313784	7.64346e-05	-5.848387886	22.38227719	3.50336920507307	4.11671000284469
GNPDA1	-0.670407863	0.000314283	7.66438e-05	-5.84664026	24.59722136	3.50267910993332	4.11552297107305
HNRNPUL2	-0.726164785	0.000315918	7.71796e-05	-5.842186246	24.37202262	3.50042562867552	4.11249747658404
NEPRO	-2.001271712	0.000315918	7.72185e-05	-5.841864091	18.44858057	3.50042562867552	4.11227863897265
PSMA6	-0.654038064	0.00031687	7.75777e-05	-5.838897654	27.92265844	3.49911887614954	4.1102631003755
CCT4	-0.714524049	0.00031687	7.76278e-05	-5.838485148	24.17874057	3.49911887614954	4.10998272172527
ACAT2	-1.303533725	0.00031847	7.81085e-05	-5.834541027	21.14469584	3.49693147211387	4.10730170232976
ARHGDIB	1.396777044	0.000319035	7.83362e-05	5.832682578	20.01907761	3.49616166969186	4.10603749940876
CELSR1	-1.281350173	0.000319216	7.84695e-05	-5.831596452	22.61332791	3.49591534871992	4.10529911466403
REEP4	-1.498811113	0.000319475	7.86973e-05	-5.829745491	21.25642625	3.49556312118899	4.10404016745308
NCBP1	-0.999207869	0.000319475	7.87112e-05	-5.829632985	22.74127311	3.49556312118899	4.10396346647043
SMARCA5	-0.959228947	0.000322303	7.94977e-05	-5.823286245	24.51848639	3.49173565205086	4.09964543601973
SYNCRIP	-0.59802552	0.000324453	8.01184e-05	-5.818324014	26.11793524	3.48884820585591	4.09626773234538
FKBP5	-1.788160592	0.000325425	8.04493e-05	-5.815695447	20.34744933	3.48754908647909	4.09447773040224
HIRIP3	-1.817795868	0.00032562	8.05882e-05	-5.814595625	20.51077098	3.48728892803688	4.09372854442387
MED24	-1.473988229	0.000326569	8.09141e-05	-5.8120224	17.98035782	3.4860250436285	4.0919757921254
CDC5L	-1.56561187	0.000326928	8.10941e-05	-5.810606116	19.18102492	3.4855478823418	4.09101074172784
DDX5	-0.981935808	0.000327535	8.13361e-05	-5.808707172	22.6279363	3.48474228500138	4.08971665550022
FAM50A	-0.983954565	0.000328508	8.16692e-05	-5.806103072	22.83099277	3.48345404980724	4.08794169857199
CPSF6	-1.818655663	0.000329065	8.18993e-05	-5.804310366	21.9219099	3.48271830766371	4.08671981017409
ALS2CL	-1.350198399	0.000330777	8.24176e-05	-5.800291805	20.40349708	3.48046469597666	4.08398003627991
LRRFIP2	-1.529642219	0.00033151	8.26927e-05	-5.798170216	21.77353955	3.47950336656746	4.08253282768628
CYRIA	2.386881582	0.000332363	8.30094e-05	5.795736964	18.60112917	3.47838732962386	4.08087272525071
RPAP3	-2.442698562	0.000332363	8.31565e-05	-5.794609971	19.97648472	3.47838732962386	4.08010379811251
HSPG2	0.545750487	0.000332363	8.31834e-05	5.794404039	29.89742925	3.47838732962386	4.07996333245556
NIPBL	-1.099559777	0.000333745	8.36223e-05	-5.791054871	23.07840373	3.47658523196048	4.07767789151448
F11	-1.162792212	0.000335237	8.42206e-05	-5.786519936	20.73195006	3.47464805445394	4.07458166892667
SMNDC1	-1.477882495	0.000335237	8.42611e-05	-5.786213892	18.47102592	3.47464805445394	4.07437287560542
MTOR	-1.318219048	0.000335237	8.42763e-05	-5.786098945	20.21339277	3.47464805445394	4.07429453956674
ST6GAL1	-0.985041896	0.000344187	8.66226e-05	-5.76864769	22.8666317	3.4632055370732	4.06236878494805
DDI2	-2.145849264	0.000344187	8.67183e-05	-5.767946805	20.72796299	3.4632055370732	4.06188924450329
SRSF3	-2.457223515	0.000344701	8.69438e-05	-5.92548404	22.41844949	3.46255745667371	4.06076138228452
RALY	-0.842609316	0.000345468	8.72335e-05	-5.764185777	23.60446157	3.46159217424361	4.05931670232421
PPA1	-0.607843284	0.000346757	8.76556e-05	-5.761122562	26.20057958	3.45997476304289	4.05722033317647
DRG1	-1.724053452	0.000350806	8.8777e-05	-5.753058144	19.69915427	3.4549329872997	4.05169953497476
EIF3D	-0.76311587	0.000353516	8.96948e-05	-5.746537726	24.1963267	3.45159092541882	4.04723273417739
GLA	0.809013547	0.000353516	8.97425e-05	5.746201135	24.20123377	3.45159092541882	4.04700183628409
CASTOR1	-1.295365849	0.000353516	8.97585e-05	-5.74608828	17.87103062	3.45159092541882	4.04692441374351
PDLIM5	-2.176030779	0.00035913	9.12838e-05	-5.735414312	19.08376654	3.44474831447777	4.03960628922217
RPL5	-0.809822889	0.000359817	9.15607e-05	-5.733496399	26.28078526	3.44391832172482	4.03829089571598
RRP9	-1.03623501	0.000359817	9.16591e-05	-5.732816568	23.03297254	3.44391832172482	4.03782441140448
AKR1C1	-1.185708933	0.000364567	9.29706e-05	-5.723827149	19.6619303	3.43822264551792	4.03165436624609
AKTIP	-1.275553994	0.000364627	9.30877e-05	-5.72303112	16.82555962	3.43815117573355	4.03110770006086
CAND1	-0.707073854	0.000366053	9.35537e-05	-5.719873829	26.41809355	3.43645602952054	4.02893903170425
LYAR	-1.319206067	0.000367094	9.39536e-05	-5.717176871	20.68648969	3.43522271380216	4.02708657447584
ADCY4	-0.837157159	0.000367094	9.40454e-05	-5.716559676	22.47452964	3.43522271380216	4.02666244204315
ENG	-1.058480889	0.000367094	9.41266e-05	-5.716013794	19.42235885	3.43522271380216	4.02628762842455
GPC4	0.992935055	0.000370095	9.50178e-05	5.710059232	23.83534425	3.43168678220313	4.02219502926223
WRAP73	-1.373226182	0.000370095	9.51025e-05	-5.709496363	16.70911616	3.43168678220313	4.02180806642816
COPB1	-0.720836684	0.000371402	9.55417e-05	-5.70658638	24.90009392	3.43015576191389	4.0198070354616
TRIP10	-0.944603985	0.000374742	9.65056e-05	-5.700248962	23.07354531	3.42626762970834	4.01544748480611
HDLBP	-1.375083268	0.000374762	9.6681e-05	-5.699103005	21.06795312	3.42624445200778	4.01465886620568
BMS1	-1.43539532	0.000374762	9.67194e-05	-5.698852044	17.258288	3.42624445200778	4.01448640629014
STRIP1	-1.44781131	0.000378509	9.7792e-05	-5.691894265	19.19874371	3.42192378960151	4.00969667177644
TUBB4B	-0.896349805	0.000383469	9.91804e-05	-5.683005945	23.84137192	3.41626973907644	4.00357414450788
P4HA2	-1.199013875	0.000385816	9.98949e-05	-5.678483562	19.84254453	3.41361976588958	4.00045668352973
BRMS1L	-1.345663815	0.000388439	0.000100682	-5.673537621	18.47612491	3.41067717259903	3.99704816598485
WDR3	-1.510185839	0.000392259	0.000101814	-5.666499555	21.43371594	3.4064270831636	3.99219249994914
BRD4	-0.769877366	0.000392259	0.00010192	-5.665848981	23.43112044	3.4064270831636	3.99174058500872
RBM28	-1.165830898	0.000392259	0.000102019	-5.665237708	18.97031815	3.4064270831636	3.99131893778004
HSP90AB1	-0.777870571	0.000392259	0.00010211	-5.664677772	30.42713683	3.4064270831636	3.99093172380778
SYNGR2	-0.782822246	0.0003932	0.000102464	-5.662496758	23.88840431	3.4053864908399	3.98942869409681
IK	-2.188701265	0.000397571	0.000103714	-5.654871925	19.76310923	3.40058530183837	3.98416261571934
CLUH	-1.597506695	0.000401181	0.000104768	-5.648520718	20.77767903	3.39665964342468	3.97977134660417
EGFL6	-1.424921221	0.000401231	0.000104893	-5.647771613	15.85348594	3.39660551979711	3.97925349333942
GYS1	-1.434667361	0.000402906	0.000105443	-5.644485831	19.85365913	3.39479626513213	3.97698224629226
SLK	-1.315793791	0.000405966	0.000106357	-5.639065928	22.59487088	3.39151033743438	3.97323392126357
FUT11	-2.327374964	0.000406958	0.00010673	-5.636867302	18.85841837	3.39045040971693	3.97171349057372
PHF10	-1.864384385	0.000407843	0.000107076	-5.634837171	17.38042913	3.389506987292	3.97030786096638
PSMC2	-0.876863199	0.000408079	0.00010734	-5.633290921	23.09871717	3.38925575371676	3.96923840904898
S100A16	1.529928741	0.000408079	0.000107366	5.633137563	19.75504873	3.38925575371676	3.96913322655213
HSPA6	-2.129663934	0.000408079	0.000107479	-5.632478964	18.01530009	3.38925575371676	3.96867638295809
BMP7	-0.95924889	0.000410091	0.000108123	-5.628729879	22.53645482	3.38711976178598	3.96608191279415
GGH	-0.819750894	0.00041249	0.000108912	-5.624169778	28.37293733	3.38458657559275	3.96292426673948
IGSF8	0.885468484	0.00041249	0.000108986	5.623749263	25.40138449	3.38458657559275	3.96262928658458
ALKBH5	-1.368457203	0.000412739	0.000109166	-5.622709573	18.33657875	3.38432449239094	3.96191260258
