id	logFC	adj.P.Val	P.Value	t	AveExpr	-log10(padj)	-log10(pvalue)
GSDME	-1.407432221	0.011205807	0.005724706	-3.35039658	19.27862933	1.95055686175037	2.24224681219441
ALPL	-1.389446454	0.011213357	0.005731688	-3.349740029	18.47368264	1.95026435098036	2.24171745811527
STAG2	-0.578857074	0.011263492	0.005760454	-3.347043616	23.07725045	1.94832694507802	2.23954328707596
RFX2	0.965398137	0.011283949	0.005774061	3.345772918	18.84283589	1.94753888539053	2.23851863233208
RRP12	-1.718227585	0.011406088	0.005839739	-3.352625855	20.22800461	1.94286328207873	2.23360656271513
CYP11B2	-0.796720364	0.011441748	0.005861186	-3.337707697	22.18585173	1.94150762163019	2.23201449641536
CCDC88A	-1.137408034	0.011474916	0.005882264	-3.335774675	16.46518217	1.94025048495149	2.23045548796048
PPP2R2A	-0.613733735	0.011474916	0.005884572	-3.335563437	22.35481363	1.94025048495149	2.23028511902238
PREPL	1.204688647	0.011483586	0.005894595	3.334647136	17.89109502	1.93992247284189	2.22954602861935
APCS	1.227422799	0.011483586	0.005897498	3.334382023	19.17608607	1.93992247284189	2.22933219772327
CTSH	-0.429112431	0.011483586	0.00589862	-3.334279584	22.97696232	1.93992247284189	2.22924958098272
CSF1	-0.407995495	0.011513884	0.005917392	-3.332568807	23.51359165	1.93877815028593	2.22786965975833
RBM8A	-0.633148784	0.011519811	0.005923649	-3.331999794	25.22801557	1.9385546461151	2.22741068308117
DDX46	-0.739946975	0.011527222	0.005930672	-3.331361796	22.74672125	1.93827534278644	2.22689609426528
FAM78B	0.747899638	0.011593257	0.005967878	3.327994854	19.28096359	1.93579453656314	2.22418006362995
NOC2L	-1.735098108	0.011628348	0.005989182	-3.33889186	20.1230299	1.93448197963482	2.22263248932108
PPP4R2	-0.71502466	0.011653928	0.006005605	-3.324602304	23.58230017	1.93352766938464	2.22144323556722
OS9	-0.462896904	0.011720426	0.00604314	-3.321248403	23.60269351	1.93105660281562	2.2187373444371
ZMYND8	-0.76131887	0.011732783	0.006052782	-3.320390315	19.22659333	1.93059896161101	2.21804496757134
YIPF4	-0.766358733	0.011746704	0.006063237	-3.319461337	19.0892205	1.93008397470426	2.21729545571678
STAT1	-0.682497126	0.011817493	0.00610307	-3.315936942	21.48547798	1.92747464627593	2.2144516488146
HMGB3	-0.569127852	0.011824411	0.006109938	-3.315331591	25.57811457	1.92722048321769	2.21396319669599
MOV10	-1.619647227	0.011824596	0.00611333	-3.315207312	18.77993127	1.92721368847328	2.21372216018751
GNL1	-0.990061243	0.011906371	0.006158925	-3.311033807	22.30790567	1.9242205890493	2.2104950844768
SEMA4F	0.684339398	0.011941095	0.006180215	3.309176761	17.92343522	1.9229558465188	2.20899641622357
RSU1	-0.984944238	0.01202328	0.006226102	-3.305196122	17.72474107	1.91997703885739	2.20578376870421
BPGM	-0.797993546	0.012052607	0.006244794	-3.303583167	17.66300465	1.91891900427115	2.2044818833329
IGF2BP2	-0.870692477	0.012052607	0.006248007	-3.303306351	19.09873503	1.91891900427115	2.20425849256551
EPHA3	-5.477626095	0.012060852	0.006255643	-3.384891156	19.81013875	1.91862201177888	2.20372804376438
CAPZA1	-0.582053786	0.0121313	0.006295563	-3.299226577	25.0680889	1.91609265728884	2.20096542570543
NPTXR	-0.688860422	0.012225082	0.006347639	-3.294794623	20.89240287	1.91274821915501	2.19738778021052
PRTG	0.727979843	0.012343451	0.00641254	3.28932237	20.61653003	1.90856340264264	2.19296991283918
CTBP2	-0.572865812	0.012379686	0.006434815	-3.287457084	23.60170316	1.90729037067913	2.19146393448362
LAMC1	0.306299673	0.012411989	0.006455064	3.285767062	30.85879223	1.9061586179768	2.19009944747827
HBS1L	-3.231998193	0.012419505	0.00646682	-3.365935045	15.85106211	1.90589571334242	2.18930922720731
ATG13	-0.918296546	0.012419505	0.006468237	-3.28467056	19.30229054	1.90589571334242	2.18921407566939
PUM3	-1.152238017	0.012419505	0.006469358	-3.284577394	19.87967317	1.90589571334242	2.18913881529597
SUOX	-0.622171587	0.012611225	0.00657274	-3.276050787	21.61730135	1.89924272588521	2.18225354690701
CYFIP1	-0.442062862	0.012614309	0.006577863	-3.275631789	23.84022768	1.89913653473867	2.18191517599833
FN3KRP	-0.721610291	0.012628202	0.006588627	-3.274752492	17.97329846	1.89865847977446	2.18120507834214
GSTM3	-0.689893971	0.012664406	0.006611046	-3.272925817	21.51595443	1.89741517515665	2.17972982098506
EIF3A	-0.591636172	0.012676046	0.006620655	-3.272144752	26.63154701	1.89701619347117	2.17909904246153
CHAMP1	-0.713028432	0.012692393	0.006632731	-3.27116486	18.00525471	1.8964564891174	2.17830761578539
UTP4	-3.168767563	0.012694098	0.006637159	-3.351100832	19.08448415	1.89639815320223	2.1780177782604
SNRPD2	-0.405425081	0.012731257	0.006660137	-3.268947637	24.41934246	1.89512871486848	2.1765168372363
SARS1	-0.462334654	0.012757488	0.006677415	-3.267554519	24.70227372	1.89423483150337	2.17539163161298
YTHDC1	-0.403664577	0.012838827	0.006723566	-3.263851091	23.98851672	1.89147465311281	2.17240032763712
FAHD2A	-2.420563263	0.012841206	0.006728391	-3.327065134	18.31953667	1.89139418697202	2.17208877877252
SLC44A1	0.606340258	0.012858156	0.006740856	3.262470328	21.78583849	1.89082130951805	2.17128495027901
USP10	-1.007927566	0.012872418	0.00675192	-3.261588559	21.50355194	1.89033986603877	2.1705727120821
UGP2	-0.442878743	0.012958659	0.006800768	-3.257713136	25.34954415	1.88743993820561	2.1674420403337
FBXO17	-0.66250895	0.01298259	0.006816945	-3.256435863	20.75303043	1.88663865803636	2.16641020993184
HSPD1	-0.571950691	0.012983126	0.006821087	-3.256109331	27.11493359	1.8866207280981	2.16614641119617
HS6ST2	0.72771836	0.012983126	0.006825056	3.255796645	20.80759238	1.8866207280981	2.16589378085992
KIRREL1	-0.425026961	0.012983126	0.006828082	-3.255558342	23.15735416	1.8866207280981	2.16570127198412
TMED8	-1.227476152	0.013014971	0.006848458	-3.25395658	20.83867352	1.88555679525002	2.16440720332193
BRD2	-0.937616102	0.013016263	0.006852765	-3.30381935	27.5712953	1.88551368484879	2.1641341610694
CAMK1D	-1.08614448	0.013048785	0.006873524	-3.251992638	17.56932899	1.88442992452194	2.16282054658506
P4HA1	-0.703225182	0.013072847	0.006889842	-3.250717998	22.142549	1.88362982162031	2.16179073735434
EPHA1	0.546566617	0.013083452	0.006899078	3.249997943	22.36203716	1.88327765457764	2.16120894495367
TMEM165	-0.713528145	0.013098356	0.006910587	-3.249101973	18.87136895	1.8827832100643	2.16048506115932
EML2	-0.323090249	0.0131809	0.00695781	-3.245441507	25.29459813	1.88005493483388	2.15752743489832
PDCD6	0.672900234	0.013186918	0.006964663	3.24491244	21.88074966	1.87985669436988	2.15709989299181
CPPED1	-2.730073515	0.013201303	0.00697594	-3.32272169	17.6391482	1.87938320078037	2.15639726342253
NOC4L	-1.52746365	0.013246499	0.007003514	-3.242056751	19.13173384	1.87789888896416	2.15468399885949
PSMD11	-0.580275692	0.013247476	0.007007723	-3.241599714	23.1546409	1.87786685860941	2.15442307321398
NUP37	-0.910764415	0.013283901	0.007030693	-3.23984095	21.15943038	1.87667436969771	2.15300186541507
ERO1A	-0.570661326	0.01329605	0.007040829	-3.239066707	22.19227529	1.87627736038583	2.15237620322588
ATP6V0A2	-2.282905351	0.013307551	0.007053196	-3.300510403	16.99581366	1.87590186075723	2.15161404745616
PLOD3	-0.428902773	0.013307551	0.007054337	-3.238036655	26.24880507	1.87590186075723	2.15154379704385
DNAJC8	-0.707188436	0.013355388	0.007083418	-3.235825807	22.03083595	1.87434349035985	2.14975712926796
