id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(pvalue)	-log10(padj)
RP4-704D23.1	1.211773196	-2.778262616	2.979248337	-0.932538111	0.3510585	NA	0.454620507151723	NA
MED14-AS1	0.89428783	1.833113439	1.933490026	0.948085283	0.34308604	NA	0.46459695281037	NA
UPF3AP3	1.148905695	-0.946604161	1.759382243	-0.538032121	0.590554873	NA	0.22873974253157	NA
RP11-335O13.7	1.535641456	-1.302707468	1.809983604	-0.719734403	0.47168854	NA	0.326344675111564	NA
RP3-400B16.1	1.256253407	0.070411561	1.694768251	0.041546424	0.966860284	NA	0.0146362790418659	NA
EIF3EP1	1.78688608	-0.633594712	1.203895336	-0.526287206	0.598688671	NA	0.222798959941399	NA
SOX9-AS1	1.401717916	0.258739472	1.885354904	0.137236481	0.890843876	NA	0.0501984011626653	NA
AP000344.3	1.522217139	-0.595635298	1.729199886	-0.344457169	0.730502501	NA	0.136378292845852	NA
RP11-344B5.4	1.046623434	-1.18874381	1.894935391	-0.627326829	0.530445021	NA	0.275359622721492	NA
RP1-150O5.3	1.203709788	-2.789311076	2.112321585	-1.320495466	0.186669649	NA	0.728926289139016	NA
SUMO1P3	1.505360889	-0.694184573	1.585884704	-0.437727012	0.661584186	NA	0.179414884373011	NA
WI2-85898F10.1	1.868088551	0.261185786	1.371507387	0.190437024	0.848966687	NA	0.0711093509055449	NA
TATDN2P3	1.900158842	-0.251837331	1.311568045	-0.192012402	0.847732491	NA	0.0717411713412178	NA
RP13-131K19.1	0.842232704	-2.2293922	2.169665056	-1.027528278	0.304171777	NA	0.51688108502921	NA
RP11-761E20.1	1.564299328	0.674930381	1.442747848	0.467808967	0.639921207	NA	0.193873497065688	NA
HM13-IT1	0.830476753	-1.292437943	2.077760747	-0.622034055	0.533919475	NA	0.27252423772838	NA
RP11-165F24.2	2.036249054	-0.94770246	1.332680918	-0.711124807	0.477006899	NA	0.321475339668558	NA
SNRPGP10	0.643847118	1.886600216	3.379553717	0.558239452	0.576680884	NA	0.239064444481096	NA
SNORA71B	1.271026038	0.835156538	1.524509611	0.547819792	0.583815647	NA	0.233724269548938	NA
RP11-397C18.2	1.545862943	-0.631729398	1.451871741	-0.435113777	0.663479844	NA	0.17817226612666	NA
RP11-3L8.3	1.018776393	1.138812337	1.99758644	0.570094146	0.568613845	NA	0.24518257001684	NA
DBF4P1	2.097143502	-1.484030153	1.477024073	-1.004743376	0.315020436	NA	0.501661271752785	NA
RP11-63P12.7	1.428790405	1.053704307	1.512193816	0.696805063	0.485924797	NA	0.313430938093849	NA
RP5-1073O3.7	1.20458265	-1.148230473	2.122057139	-0.541093099	0.588443415	NA	0.230295292777677	NA
AGAP1-IT1	1.777188356	0.880458811	1.415815787	0.621873847	0.534024823	NA	0.272438555253529	NA
RP11-545I5.3	1.718438514	0.76441771	1.460136434	0.523524851	0.600609062	NA	0.221408119444889	NA
AC013268.3	0.925571202	2.435902194	3.911765876	0.622711653	0.533474024	NA	0.272886722459026	NA
ADAM21P1	1.293359757	-0.239580347	1.601144116	-0.14963072	0.88105597	NA	0.0549965017013944	NA
LDHAP7	1.16979576	2.270386968	1.825074902	1.243996597	0.213500815	NA	0.670600462796675	NA
NEXN-AS1	2.033158641	2.336237136	1.466721666	1.592829226	0.111198507	NA	0.953901043743299	NA
RP11-215A21.2	0.982011868	-1.532260517	2.326020478	-0.658747647	0.510057831	NA	0.292380580254406	NA
AC114752.2	0.949383516	-1.854972258	2.359107352	-0.786302606	0.431690226	NA	0.36482778419599	NA
RP3-523C21.2	0.655912767	1.844960668	2.84249193	0.649064523	0.516296672	NA	0.287100674365317	NA
TCEA1P4	0.514699498	0.968701048	3.612745134	0.268134344	0.78859591	NA	0.103145479696269	NA
KDM4A-AS1	1.404211095	0.841566713	2.008570811	0.418987824	0.675225031	NA	0.170551466525055	NA
AC092594.1	2.042166346	0.204535306	2.055617101	0.099500683	0.920740746	NA	0.0358626373726769	NA
CLEC2L	0.65219334	-1.905746719	2.819024189	-0.676030637	0.499021193	NA	0.301881009872584	NA
RP11-175P19.2	1.335636828	0.671889867	1.413766232	0.475248207	0.634610071	NA	0.197493040106672	NA
TLX1NB	1.015948857	-0.437319954	1.657444998	-0.263851865	0.791894068	NA	0.101332910279218	NA
LINC00854	1.259496221	-3.055644764	1.808431206	-1.689666023	0.091091867	NA	1.04052039662411	NA
AC003092.1	0.911180268	2.025108541	2.476320716	0.817789282	0.413477519	NA	0.383548098299253	NA
PKMP1	1.424504993	0.746863599	1.713257253	0.435931964	0.662886093	NA	0.17856109215567	NA
RP11-162G10.5	1.331151414	-0.019996543	1.61611553	-0.012373214	0.990127855	NA	0.00430872142694244	NA
H3F3BP1	1.560496522	-1.224904238	1.763173143	-0.694715799	0.487233425	NA	0.31226292605021	NA
RP1-118J21.5	1.400557875	-2.15647565	1.816693998	-1.187032958	0.235214621	NA	0.628535685902606	NA
RANP1	1.586815897	1.414155499	1.445884931	0.978055354	0.328046947	NA	0.484063999690626	NA
RP11-175D17.3	1.173754196	-1.03899034	2.438249551	-0.426121411	0.670019379	NA	0.173912635999095	NA
AC104801.1	1.337875003	1.497145887	1.915759551	0.781489454	0.434514677	NA	0.361995549405287	NA
RP4-669L17.1	1.790874056	1.223544393	2.842993055	0.430371925	0.666925115	NA	0.175922927654765	NA
AC068282.3	1.464743671	-1.947665884	1.760640124	-1.106226002	0.268628711	NA	0.570847571851584	NA
RP5-857K21.15	1.901505143	-0.552639535	1.962234131	-0.281637918	0.778221163	NA	0.108896963137584	NA
AC009237.16	1.173840776	1.405062813	1.705050784	0.824059216	0.409905912	NA	0.387315817886325	NA
RP1-30G7.2	2.015710594	-0.473425677	1.495687816	-0.316527067	0.751602484	NA	0.124011793252579	NA
DNAJC9-AS1	1.522864883	-1.176793409	2.414498984	-0.487386169	0.625984693	NA	0.203436286321378	NA
RP11-96L14.7	0.80483444	0.824928547	2.464945381	0.334664027	0.737878541	NA	0.132015119633096	NA
RPL24P8	2.051006655	1.090032124	1.126410199	0.967704417	0.333192012	NA	0.477305418987657	NA
SNX25P1	1.071166606	0.07391067	1.944616446	0.03800784	0.969681431	NA	0.013370920870664	NA
RP11-446E9.1	0.734867566	0.057054397	2.52695663	0.022578305	0.98198665	NA	0.0078944163584105	NA
ANKRD20A7P	0.88980728	-1.249884448	3.865630015	-0.323332663	0.74644332	NA	0.12700316415569	NA
RP11-944L7.4	1.569786397	-0.425586142	1.545173716	-0.275429317	0.782986423	NA	0.106245768551638	NA
RP1-66N13.1	1.65753076	-0.791789286	1.337769033	-0.591872936	0.553935678	NA	0.256540661826561	NA
RP11-98G7.1	0.889582182	-2.474242308	2.345008081	-1.055110355	0.291374857	NA	0.535547926612941	NA
AC012314.8	1.758723578	-1.001483771	1.461023802	-0.685467115	0.493049205	NA	0.307109737125125	NA
AC128709.2	1.971417417	3.929048365	1.682621375	2.335075747	0.019539464	NA	1.7090873538739	NA
SNAI1P1	1.225112962	-1.824976601	2.570384672	-0.710001356	0.477703295	NA	0.320841763122376	NA
AC090505.6	1.021600057	-3.05248261	2.223470482	-1.372846024	0.16980022	NA	0.770061751402289	NA
ZNF295-AS1	0.921304986	-0.594800498	2.017244064	-0.294857974	0.768102377	NA	0.114580890902101	NA
LINC01071	0.951511218	0.90417752	2.571010336	0.351681791	0.725076918	NA	0.139615919924111	NA
AC074212.3	2.07644993	-1.155590206	1.253245661	-0.922077963	0.356487911	NA	0.44795519309125	NA
UNC5B-AS1	1.763233188	-0.401404052	1.5074372	-0.266282437	0.790021698	NA	0.102360980618089	NA
RP11-325F22.2	0.825911138	-2.232109882	2.405379029	-0.927965969	0.353425223	NA	0.451702459303444	NA
RP11-112L6.3	1.442466596	1.641887515	2.041550002	0.804235759	0.421260831	NA	0.37544891987001	NA
AC073257.2	1.786584944	-2.085986254	1.941466246	-1.074438589	0.282626155	NA	0.548787649824464	NA
AC003075.4	1.18768704	2.292408428	1.999308812	1.146600472	0.251546781	NA	0.599381235892923	NA
LINC00322	0.572816365	-1.810267192	3.469026204	-0.521837278	0.601783632	NA	0.220559628873692	NA
RP11-611D20.2	1.798269854	-0.939606813	1.64002193	-0.572923322	0.566696613	NA	0.24664938301724	NA
AC093642.3	1.760418344	-1.039492462	1.564998591	-0.664213033	0.506553973	NA	0.295374274040602	NA
RPL35P1	0.826061594	-1.698719503	2.528260408	-0.671892618	0.501652061	NA	0.299597399147497	NA
AF011889.2	0.924311167	-0.513298229	2.045852757	-0.250896956	0.801893778	NA	0.0958831562591161	NA
AC009133.14	1.339182774	-0.007244332	1.60120608	-0.004524297	0.996390146	NA	0.00157057615659321	NA
RP11-402P6.7	1.001165392	2.268872782	2.431060972	0.933285017	0.350672829	NA	0.455097883027853	NA
RP11-495P10.5	1.562677762	1.943118252	1.801352029	1.078699899	0.280721531	NA	0.551724276229532	NA
RP11-262H14.1	1.62515851	-0.395892399	1.401074613	-0.282563395	0.777511544	NA	0.109293154123272	NA
MID1IP1-AS1	1.114064813	0.384642028	1.920400788	0.20029258	0.841251766	NA	0.0750740110731673	NA
RP3-395M20.8	1.268940134	-0.605568177	2.161829758	-0.280118346	0.77938671	NA	0.108247004012759	NA
CD81-AS1	1.222387598	2.36092411	1.878945311	1.256515608	0.208929091	NA	0.680001085241532	NA
OR7E7P	1.0546716	-0.870800288	2.236288134	-0.389395389	0.696983682	NA	0.156777389621237	NA
PAGE2B	0.804128137	-1.556837246	2.601908523	-0.598344343	0.549610195	NA	0.259945219923802	NA
SLC35E1P1	0.752708436	0.045337706	2.372798971	0.019107268	0.984755534	NA	0.00667156992079091	NA
SCARNA12	1.415055012	-2.172752825	1.940109324	-1.119912573	0.26275102	NA	0.580455589364376	NA
RPSAP4	1.489672007	0.721241239	1.547823247	0.465971318	0.641236031	NA	0.192982082660941	NA
RPL21P10	0.900707233	0.095041904	1.921104999	0.049472519	0.960542737	NA	0.0174833075015419	NA
TMED10P2	0.898097287	0.069663923	2.254332546	0.030902239	0.975347504	NA	0.0108406230900105	NA
ST3GAL6-AS1	0.795665293	0.089948591	2.378014372	0.037825083	0.969827145	NA	0.0133056643546184	NA
CTD-2021J15.1	1.465011755	-0.547005045	1.945518572	-0.281161564	0.778586483	NA	0.108693140316636	NA
AC007405.6	1.253249462	-2.886673041	2.356005881	-1.225240167	0.220484744	NA	0.656621455292891	NA
KLHL41	1.780069237	0.506458632	1.586085223	0.319313631	0.749488697	NA	0.125234912338775	NA
RP11-168J18.6	0.572393181	1.161185082	3.341569549	0.347496907	0.728218042	NA	0.137738565385628	NA
RP11-302B13.1	1.624880614	0.737137016	1.365348217	0.53988939	0.589273315	NA	0.229683225306769	NA
RPSAP41	0.97484671	-0.69136555	2.303955801	-0.30007761	0.764117957	NA	0.116839594146881	NA
RPL21P39	0.888750455	-0.476100702	2.367960469	-0.201059396	0.840652131	NA	0.0753836817780801	NA
RPS4XP22	1.646969255	-3.163645996	1.72303572	-1.836088456	0.066344575	NA	1.17819458363434	NA
RP11-587D21.1	0.810666728	-0.397102626	2.068372458	-0.191987968	0.84775163	NA	0.0717313665167591	NA
RP11-451G4.2	1.843565234	-5.348639584	2.433141825	-2.198244068	0.027931718	NA	1.55390235126736	NA
RP1-228P16.1	1.338142712	-1.214395352	2.20425295	-0.550932846	0.58167971	NA	0.235316084884324	NA
MTATP8P1	1.302776359	-0.711851035	1.687118106	-0.421933137	0.673073822	NA	0.171937300220304	NA
RP4-584D14.5	1.519326187	-0.572276259	1.798565343	-0.318184859	0.750344717	NA	0.124739170879363	NA
AQP1	1.101261666	0.048436842	2.490451972	0.019449017	0.984482908	NA	0.006791819419942	NA
KRBOX1	0.997384641	-0.541710862	1.98849367	-0.272422724	0.785297002	NA	0.10496606053487	NA
RP11-155G14.6	1.470641332	-0.902300397	1.767241644	-0.510569904	0.609652254	NA	0.214917816190632	NA
RP11-25I15.1	0.811625687	-0.874259262	2.153757792	-0.405922739	0.68479937	NA	0.164436647871863	NA
RPL9P25	0.620583032	1.802262983	4.035641928	0.446586445	0.655173684	NA	0.183643554964231	NA
RN7SL751P	0.910513904	0.046762088	1.992372349	0.023470557	0.981274924	NA	0.00820929919629756	NA
HOXA11-AS	0.929054725	-1.086595278	2.629414386	-0.413246114	0.679426305	NA	0.167857642783635	NA
RP11-727A23.1	1.748637347	-0.556383651	2.034477397	-0.273477431	0.784486239	NA	0.105414670150699	NA
LINC00877	0.753478364	-2.83466807	2.785451867	-1.017669019	0.308835275	NA	0.510273100619625	NA
RP11-147I3.1	1.058324789	-1.684757734	2.023072795	-0.832771682	0.404973508	NA	0.392573385935273	NA
RP1-89D4.1	0.587179997	-0.886525461	3.552343214	-0.249560757	0.80292705	NA	0.0953239107881144	NA
CDRT1	0.889040658	1.103722378	2.770943463	0.398320064	0.690394273	NA	0.16090281986355	NA
HSPA8P9	0.676781841	0.944618158	2.978231185	0.317174222	0.751111409	NA	0.12429564125756	NA
AC098820.4	1.441833538	2.278504503	1.790808162	1.272333101	0.203254792	NA	0.691959206547551	NA
RP11-490G8.1	1.479030872	-1.773752599	1.705609331	-1.039952448	0.298361993	NA	0.525256500507869	NA
ADAMTS9-AS2	1.126129331	-0.818104714	2.148819864	-0.380722799	0.703408949	NA	0.152792110746691	NA
RP11-555M1.3	0.769615702	0.069339782	2.763789514	0.025088662	0.979984243	NA	0.00878090719849108	NA
VDAC1P8	1.492032434	0.3363133	1.407584579	0.238929372	0.811160349	NA	0.0908932865997096	NA
RPS20P33	0.940091762	1.383663875	2.042386424	0.677474085	0.498105207	NA	0.302678918296632	NA
RP11-100N21.1	1.49291507	-0.972988774	1.909709982	-0.509495569	0.610404903	NA	0.214381986623797	NA
AC108488.4	0.651978388	-0.513426424	3.424962325	-0.149907174	0.880837851	NA	0.0551040313123768	NA
RP11-234A1.1	1.389417399	-0.961567255	1.422811342	-0.675822034	0.499153643	NA	0.301765754904434	NA
AC007620.3	1.478893249	-2.422720109	1.609284782	-1.505463879	0.132204857	NA	0.878752589256198	NA
MBL1P	1.121801681	0.515940314	1.921745496	0.26847484	0.788333839	NA	0.103289831073097	NA
AC018462.3	1.666275816	0.081658054	2.312359215	0.035313741	0.971829567	NA	0.0124098920711088	NA
STRC	1.409708706	-1.85719521	1.800990389	-1.03120773	0.302443417	NA	0.519355863931265	NA
AC068522.4	1.595868771	-2.142161723	1.984628593	-1.07937663	0.280419865	NA	0.552191224106601	NA
AC005062.2	0.862488987	-1.731728095	2.415287159	-0.716986421	0.473382476	NA	0.32478782312296	NA
RPS11P6	0.921358025	-0.678752802	2.308034216	-0.294082643	0.768694754	NA	0.114246082787408	NA
RP11-613M5.2	0.981134451	-1.190196727	1.951048448	-0.610029304	0.541842396	NA	0.266127016968951	NA
AC012442.5	0.840235359	-1.440496142	2.919716582	-0.493368483	0.621752247	NA	0.206382636523748	NA
RP11-257K9.8	0.487940402	-1.896996782	3.478462156	-0.545355015	0.585509373	NA	0.232466148226807	NA
RP11-627K11.1	1.846418076	0.02063628	1.556406104	0.01325893	0.989421214	NA	0.00461878224314347	NA
RP11-181G12.5	0.850035447	-1.842999495	2.162007172	-0.852448372	0.393965282	NA	0.404542048479417	NA
AC019221.4	0.773844836	0.667720854	2.221274936	0.300602525	0.763717606	NA	0.117067197481055	NA
RPL37P23	1.73966505	-0.514475075	1.488733415	-0.345579048	0.729659095	NA	0.136879999798757	NA
RN7SL181P	1.469201658	2.513008083	2.124643617	1.182790405	0.236892224	NA	0.625449194783005	NA
HOTTIP	1.103290856	-1.208475067	2.095407623	-0.576725527	0.564124885	NA	0.248624742005138	NA
RP11-572M11.3	1.049425652	-0.5296031	1.99699523	-0.265199983	0.790855408	NA	0.101902911253051	NA
RP11-390K5.1	1.61636183	0.873119337	1.510939088	0.577865345	0.563355034	NA	0.249217820582438	NA
RP11-278L15.2	1.077623171	-3.096770376	2.72666589	-1.13573518	0.256067412	NA	0.591645687791249	NA
GSTA1	1.532385764	-2.150228522	1.674867075	-1.283820403	0.199204803	NA	0.700700194570705	NA
RP11-16F15.1	2.027102127	-0.132050916	1.22628597	-0.107683623	0.914246661	NA	0.0389366171117918	NA
RP11-306G20.1	1.084196078	-1.245654939	2.104028658	-0.592033257	0.553828319	NA	0.256624841167205	NA
RPS20P35	0.730980966	0.658512959	2.778489294	0.237003958	0.81265372	NA	0.0900944722773491	NA
RPS4XP17	1.56214835	0.665588832	1.909749982	0.34852145	0.727448608	NA	0.138197682823689	NA
RP11-148K1.12	1.329680039	0.340020349	1.794226459	0.189508045	0.84969465	NA	0.0707371162212111	NA
RP11-24C3.2	1.051625127	0.318005098	1.975199569	0.160998971	0.872094211	NA	0.0594365963663485	NA
CFHR1	0.556609271	-0.150834366	4.274440681	-0.035287509	0.971850483	NA	0.0124005451589112	NA
AC005154.7	1.285251899	-2.130039808	1.709649739	-1.245892512	0.21280386	NA	0.672020498738379	NA
HDAC11-AS1	1.221221094	-3.833429131	1.828749681	-2.096202214	0.036064257	NA	1.44292301076697	NA
CTD-2013N24.2	1.521352086	2.041396047	1.451791787	1.406121776	0.159687967	NA	0.796727808109411	NA
RP11-713H12.1	1.564616339	1.479581391	1.378159356	1.073592386	0.283005412	NA	0.548205259248635	NA
ASPRV1	0.911942701	-1.476488997	2.250576812	-0.656049147	0.511792503	NA	0.290906080171338	NA
CTD-2377D24.6	0.823556323	-0.284837799	2.158025762	-0.13198999	0.894992209	NA	0.0481807452461391	NA
CTD-3064M3.4	2.023871259	0.3586949	1.530939991	0.234297165	0.814754286	NA	0.0889733462586408	NA
RP11-181C3.1	2.094532882	-1.518753818	1.327589343	-1.14399368	0.252626258	NA	0.597521510820141	NA
SMARCA5-AS1	1.073824479	2.643412481	2.123961461	1.244567065	0.213290933	NA	0.671027606021566	NA
SAP30L-AS1	1.877617037	-0.38001294	1.882668363	-0.201848051	0.840035515	NA	0.0757023524589837	NA
LINC00461	1.96530892	0.686723306	1.282545523	0.535437763	0.592347183	NA	0.227423672558436	NA
RP11-18H21.1	0.682443398	1.412132428	2.937577424	0.480713263	0.630720304	NA	0.200163188075609	NA
RP11-1C1.7	0.974198947	0.882427455	2.746353114	0.321308812	0.747976379	NA	0.126112116884116	NA
RP11-875O11.2	1.374422406	-1.39473899	1.956834097	-0.712752804	0.475998735	NA	0.322394201445998	NA
RP11-29H23.5	1.170390345	0.354475282	1.517663364	0.233566475	0.815321557	NA	0.0886710748323793	NA
RP11-17A1.3	1.564233934	-0.222745811	1.73429816	-0.128435707	0.897804175	NA	0.0468183793584625	NA
RP11-685M7.3	1.904636892	0.101225049	1.363041752	0.074264085	0.940800254	NA	0.0265025740158284	NA
RP11-77I22.2	1.783046739	-0.165491783	1.293739235	-0.127917418	0.898214327	NA	0.0466200219882686	NA
EXTL3-AS1	2.066845569	-1.915407659	1.488892219	-1.286464953	0.198280843	NA	0.702719243340268	NA
RP5-1186N24.3	1.393894999	-0.676884258	1.502863119	-0.45039648	0.652424583	NA	0.185469683345882	NA
LINC00535	0.930360823	1.340647898	2.13865937	0.626863687	0.530748592	NA	0.275111149281496	NA
STARD4-AS1	1.351823302	-3.797445883	2.466759054	-1.539447429	0.123695103	NA	0.907647493436161	NA
RP1-179N16.6	1.38823467	-1.840778498	2.7205457	-0.676621054	0.498646418	NA	0.302207296343783	NA
CSTF3-AS1	1.597119727	-1.010979771	1.384643333	-0.730137319	0.465306252	NA	0.33226111211135	NA
UBL7-AS1	1.717599904	-3.612021505	3.235244216	-1.116460231	0.264225184	NA	0.578025790994824	NA
RP11-447H19.1	1.14682277	0.366126663	1.937850283	0.188934443	0.850144198	NA	0.0705074047747031	NA
RP11-32B5.7	0.888298534	-4.294815239	3.231909052	-1.328878743	0.183887978	NA	0.735446662599479	NA
NR2F2-AS1	1.507550212	-3.531410199	2.403665199	-1.469177238	0.141784722	NA	0.848370563994749	NA
CTD-2383M3.1	1.134917414	0.47172276	2.642675744	0.178501945	0.858328794	NA	0.0663463181338676	NA
DPH6-AS1	1.706890971	-2.538567761	1.967780821	-1.29006632	0.197027633	NA	0.705472860042353	NA
AC002116.8	1.140581596	0	3.621988593	0	1	NA	0	NA
CTC-338M12.9	1.492746383	0.014361508	1.474272957	0.009741417	0.992227597	NA	0.0033886980233346	NA
SMURF2P1	1.716115907	0.889933989	1.723356412	0.516395786	0.605578008	NA	0.217829904937425	NA
CTD-2037L6.2	1.32472211	2.54199642	2.152441753	1.180982675	0.237609606	NA	0.624136005826941	NA
RP11-739P1.2	1.958422512	0.87862098	1.617578603	0.543170501	0.587012415	NA	0.231352713558219	NA
RP11-722M1.1	0.858946181	1.382505636	2.554836284	0.54113277	0.588416072	NA	0.230315473460506	NA
AC037459.4	1.064515976	-1.004886332	2.761010322	-0.363956021	0.71589085	NA	0.145153188385217	NA
RP11-159F24.5	2.003115251	-1.325586128	1.420865194	-0.932942923	0.350849439	NA	0.454879213561271	NA
RP11-553P9.3	1.187944249	3.15960425	2.366858594	1.334935792	0.181897362	NA	0.740173599326571	NA
BACH1-IT1	1.3972041	1.889470213	2.658435365	0.710745214	0.477242136	NA	0.321261219183524	NA
RP5-1000K24.2	1.676939627	-2.813852813	1.847916969	-1.522716042	0.127829763	NA	0.893368016273404	NA
RP11-145G20.1	0.962753888	1.548787422	2.446987921	0.632936276	0.526775257	NA	0.278374632344896	NA
NPHP3-AS1	1.983642104	-0.415534543	1.292235899	-0.321562451	0.747784194	NA	0.126223718816899	NA
CTC-236F12.4	1.807617123	-0.18008748	2.032283412	-0.088613369	0.929389183	NA	0.0318023865061162	NA
RP11-664D7.4	1.586566829	4.763115282	2.169561555	2.195427584	0.02813294	NA	1.55078488002613	NA
SERBP1P6	1.658931552	0.055339181	1.553113307	0.035631129	0.971576486	NA	0.012523004492701	NA
CTC-537E7.3	0.648495035	-0.605200987	3.403144208	-0.177835834	0.858851905	NA	0.0660817167114513	NA
RP11-304F15.4	1.874897696	-0.784913962	1.437570839	-0.546000197	0.585065802	NA	0.232795286330821	NA
RP11-94H18.1	0.860180353	-1.822042813	2.286641857	-0.796820371	0.425555362	NA	0.371043933001031	NA
CTC-276P9.1	0.899395918	0.811653654	2.809760859	0.288869301	0.772681397	NA	0.111999543659595	NA
RP11-514O12.4	1.258605289	1.901064606	2.519690206	0.754483468	0.450558968	NA	0.346248361619248	NA
RP11-669N7.2	1.054995495	0.141632011	1.983919139	0.071390012	0.943087359	NA	0.025448076324809	NA
CTD-2139B15.5	0.731741737	0.107632986	2.790140357	0.038576191	0.969228285	NA	0.0135739203288189	NA
ATP1B1P1	0.485308338	0.135404636	4.33017717	0.031269999	0.975054216	NA	0.010971235527092	NA
AC195454.1	1.145575378	-1.249597736	1.999058106	-0.625093254	0.531909855	NA	0.274161963181074	NA
CTD-2210P15.2	0.821424421	-1.232201463	2.363368239	-0.521375147	0.602105461	NA	0.220327433793665	NA
RP11-26J3.1	1.115583286	-0.17610784	1.939994297	-0.090777504	0.927669386	NA	0.0326067753100929	NA
RP11-508M8.1	0.825981839	-3.389812676	2.335268501	-1.451572988	0.146620374	NA	0.833805677027934	NA
CASC11	0.933392659	0.679966213	2.542490713	0.267440982	0.789129649	NA	0.102851639097697	NA
RP11-25H12.1	0.996844119	0.342401721	1.982464673	0.172715169	0.86287532	NA	0.0640519525441466	NA
NAIP	1.908276295	-0.073384823	1.92998936	-0.038023434	0.969668998	NA	0.0133764893158638	NA
RBBP4P1	1.081697063	-2.417878971	1.915769891	-1.262092583	0.206915474	NA	0.68420702977157	NA
RP11-98D18.3	0.917932688	-0.434794276	1.869509439	-0.232571319	0.816094301	NA	0.0882596549254606	NA
LINC00942	2.071624792	-1.291474598	1.327262201	-0.973036524	0.33053515	NA	0.480782349675087	NA
TNRC18P1	1.3535961	0.574836524	1.747538876	0.328940621	0.74220057	NA	0.129478716454819	NA
RP11-279O9.4	1.319873883	0.272970432	1.675835696	0.162886154	0.870608073	NA	0.0601773100213763	NA
CTD-2127H9.1	1.674935078	-0.891637746	2.061005929	-0.432622601	0.665288967	NA	0.176989678734546	NA
RP11-20D14.6	0.924417369	-1.223929559	2.453485139	-0.498853463	0.61788262	NA	0.209094020587738	NA
RP11-177C12.1	1.163042844	0.394540805	1.520055495	0.259556843	0.79520563	NA	0.0995205538254342	NA
RAC1P2	1.199325026	1.669290898	3.02041978	0.55266851	0.58049042	NA	0.236204943152742	NA
RP11-359P5.1	2.063371752	1.093616787	1.195307799	0.914924832	0.360231093	NA	0.443418804188508	NA
HMGB1P3	1.568903681	0.819061638	2.783731268	0.294231576	0.768580954	NA	0.114310381874258	NA
LINC01018	0.652929735	-0.369882891	2.507055493	-0.147536779	0.882708352	NA	0.0541827641905558	NA
RP11-677M14.3	1.209834936	-0.885611905	1.813078083	-0.488457675	0.625225698	NA	0.203963179932707	NA
RP11-1252I4.2	2.035414334	-0.274152547	1.169889069	-0.234340635	0.814720542	NA	0.0889913334441408	NA
RP11-616K22.1	0.642701823	-0.355960409	2.697119606	-0.131977984	0.895001705	NA	0.0481761373417569	NA
RP11-553P9.1	1.383359007	0.659507623	1.426434127	0.462347058	0.643832458	NA	0.191227132690848	NA
CTC-338M12.5	1.450608635	-0.417033732	1.368391207	-0.304762067	0.760547374	NA	0.118873728848335	NA
AF196779.12	0.491294162	-0.018038324	4.32770988	-0.004168099	0.996674348	NA	0.00144671929039143	NA
CTC-498J12.1	1.516265869	-2.673115985	1.797951207	-1.48675669	0.137079084	NA	0.863028806307203	NA
CTA-963H5.5	1.915752249	0.442126016	1.456910747	0.303468155	0.761533113	NA	0.118311207914909	NA
RP11-284M14.1	1.446885587	-0.625888914	1.700871376	-0.367981332	0.712887154	NA	0.146979211065071	NA
CTD-2213F21.2	0.775025992	-0.401947741	2.556866872	-0.157203234	0.87508468	NA	0.0579499192321993	NA
KLHL2P1	1.468526329	-0.912012371	1.689282654	-0.539881451	0.589278791	NA	0.229679189513068	NA
KIAA1210	1.046814758	-3.028121614	2.21448028	-1.367418641	0.171494123	NA	0.765750758375749	NA
RP11-834C11.5	0.770406185	3.247479007	2.380354636	1.36428369	0.172478297	NA	0.763265544568228	NA
RP11-295K3.1	0.646365772	-2.410902499	3.352490442	-0.719137769	0.472056038	NA	0.326006442998133	NA
OR7E99P	0.567265249	1.902562488	3.393253515	0.560689757	0.575009051	NA	0.24032531919138	NA
RP11-91H12.3	1.395544943	0.081991041	1.454471072	0.056371724	0.955045682	NA	0.0199758546298327	NA
RNPS1P1	1.443897931	-2.44657105	1.712615314	-1.428558433	0.153131188	NA	0.814936348185568	NA
CTC-338M12.6	1.42231394	-0.68792098	1.588054104	-0.433184851	0.664880484	NA	0.177256414552745	NA
RP11-402J6.3	0.841942771	0.947900564	2.335356221	0.405891211	0.684822536	NA	0.164421956421727	NA
AC008592.3	0.576310379	-2.846105991	3.394072707	-0.838551863	0.401720833	NA	0.396075645434536	NA
GAPDHP62	2.089059493	1.450970222	2.381197382	0.609344791	0.542295924	NA	0.265763659792759	NA
RP11-549J18.1	1.464804991	-0.726943545	1.360451548	-0.534339901	0.593106391	NA	0.226867396214381	NA
RP11-526F3.1	0.718180042	-0.851234775	3.058903833	-0.278280986	0.780796671	NA	0.107462046992764	NA
BMS1P2	0.480985345	-2.833138049	4.278055406	-0.662249031	0.507811636	NA	0.294297351920954	NA
AC005355.2	1.583306432	2.011290199	1.715291614	1.172564585	0.240970458	NA	0.618036196902313	NA
RP11-889L3.4	1.73230706	-1.395163017	1.559038855	-0.894886624	0.370847698	NA	0.430804412483386	NA
AC004069.2	1.059997585	0.140076066	1.919925442	0.072959118	0.94183865	NA	0.0260234914922451	NA
RP11-506H20.1	1.069274733	0.507283249	1.732294915	0.292838849	0.769645332	NA	0.113709360334006	NA
