id	WT_Rep1	WT_Rep2	WT_Rep3	KO.CDR1_Rep1	KO.CDR1_Rep2	KO.CDR1_Rep3	KO.CDR2_Rep1	KO.CDR2_Rep2	KO.CDR2_Rep3	KO.CDR2L_Rep1	KO.CDR2L_Rep2	KO.CDR2L_Rep3
MARCHF6	485023.2307	394480.0721	418707.2221	446071.8101	580894.0871	547499.4524	404813.4829	522649.5938	359490.3801	421919.1757	471571.5556	383926.156
CCNL2	460505.262	376910.3896	419401.7936	534798.1233	387488.2311	465452.9141	562110.7517	408374.8594	703408.7537	315394.5285	310537.1951	384675.1223
RBPJ	292585.6624	264892.4648	420558.2777	280119.7467						478716.8473	276641.0511	
BHLHE41	311385.047	602126.928	420955.1218	138600.3314	335649.2656	250244.5341	530067.1835	358331.1563	396085.9036	573812.5719	365160.4637	495067.428
TMCO3	452497.4643	400626.9236	421425.0616	501089.8858	481702.8622	499149.0486	488548.1616	587493.4688	572550.193	514121.0304	416601.4153	350138.0486
GALNT6	393259.3944	308834.8085	422728.61	272061.5149	269565.6939	250533.4759	266260.3362	196126.1094	243968.3566	218272.3766	304101.8907	271875.6664
TSEN54	396996.9584	398711.6825	423021.02	400705.4105	373578.6276	349661.1478	410663.2052	492347.4141	406782.5757	381776.0411	364502.7896	303888.4329
RAC2	334053.381	366504.5678	423227.049	788611.0407	812628.7296	913658.5001	564056.8974	642798.8125	604706.971	925898.1996	1341748.376	1049079.347
TDP1	574278.8456	416388.3574	423534.7753	622485.881	503168.3876	694944.5713	661396.497	547096.3125	659798.6465	593719.8545	482888.2287	742198.8487
ZER1	361860.8996	398919.3337	423867.3158	374028.7529	300706.7832	364508.341	283795.9822	275927.4141	327626.4867	383636.0868	372924.9902	394339.9197
NKTR	521811.4291	269930.7365	424368.3947	314615.7082	404629.3913	364246.5269	480347.5859	374816.2656	442309.2857	323890.8873	343273.5923	402941.8836
RNF4	348384.0907	343716.5239	424526.9987	288353.0209	301319.4312	330445.3482	239930.5069	216981.0313	324467.8768	412306.0681	475222.5258	485535.4202
SLC4A2	412780.5407	389310.3078	424977.544	414271.8667	285144.7183	320141.8799	316534.3772	376557.6484	184987.682	195302.8377	593044.0862	326006.675
ZBED5	356807.3809	378569.6031	425144.0028	378482.3052	343189.48	317420.1156	324274.3181	236924.6563	277915.9618	216560.5545	201773.7048	194559.3179
TRIM27	361528.7237	383924.9608	425431.7582	354374.8954	369858.0371	348226.2304	309600.2957	473669.5313	344289.704	298081.5046	346625.1843	307703.7644
BBS4	745005.0299	766189.1246	426027.0135	600424.6541	335893.9772	528530.5521	536378.1017	568623.1719	571005.6847	574172.2883	376754.6532	616910.1862
ANAPC16	345009.829	477538.0544	426250.0504	306936.6649	299326.1848	483507.4404	296147.3574		321287.9767	253801.168		303980.1765
UHRF1BP1L	515150.6724	435414.8994	426762.9599	366826.6698	410599.9668	435819.1772	482308.6597	353136.9844	448525.3176	299846.4077	312261.7452	235061.3234
MYO1G	366495.3256	536642.0061	426798.9152	682040.6626	736937.5436	801696.8401	332512.5527	115183.2578	303742.8651	337901.0546	494653.4043	294262.005
MAPKAPK3			427399.3694	618370.2501	366093.4518	402482.4518	347962.3643	350608.6875	311824.8869	478683.9341	432609.9025	550865.3469
STXBP1	534794.1677	356157.8322	427510.9902	328787.3655	328244.1847	441201.7225	429622.6275	420421.5391	424019.3417	213135.7262	466983.2501	346074.6509
CYTH2	287119.3514	553520.5607	428235.5329	598002.4093	20016.61598	351966.9817	522323.996	366976.7695	615794.2922	259041.7416	34568.93598	38477.21284
ESPN	380656.9005	407113.226	428536.696	484124.3338	343099.8019	407841.6613	332963.5145	412619.4961	428345.692		8650.570975	582031.0694
CDS2	507127.1671	416908.5986	428539.1096	363710.6494	54595.77397	70440.89987	485556.0837	276920.1094	426730.8836	296908.6104	370326.7075	450849.8424
TMEM161A	370512.8032	384314.6642	428623.0339	313020.9756	322665.991		847315.5109	317793.5313	264255.0122	696269.8307	650039.2748	539229.8753
STK10		230798.0351	432293.2841	282596.9894	336650.6901	79784.38314	125503.0345	361214.4375	411269.6114	411742.3856	205029.8952	446087.0141
CDYL	454662.4287	285512.7811	432596.0972	470216.9596	332594.2773	350440.5456	678767.5148	351466.8594	390086.4353	166170.1719	319892.6752	603970.2262
NPHP4	418455.0169	434517.7902	432849.8744	511845.0536	464250.9079	349648.9457	297675.1409		580652.9429	265757.1786	268400.5649	399065.5876
DAP	625087.1467	519983.4823	433467.3095	836705.1882	712811.5283	820231.2244	660491.1174	431075.8906	388344.4053	811123.0274	718434.0654	800646.1922
SVBP	421209.2191	368540.2366	433752.7537	260420.6303	336362.3022	241560.1881	334396.1355	257705.6094	234161.899	258227.1511	194761.1007	
TPGS1	458989.3908	451510.2949	434293.3434	293135.7039	286325.0989	267549.3901	595279.3108	480437.2813	503561.9452	340096.505	324904.6426	323153.8059
RUFY3	469752.2487	515902.5289	434950.9037	493999.4406	415222.8474	598718.0238	408422.7274	440435.3906	395137.2987	277660.1679	379442.4657	331306.9528
TAP2	830135.8203	525696.318	435238.8583	1467189.933	1424357.578	1249436.821	1349460.488	1163253.219	1243134.066	902094.967	344087.0584	1171494.142
CFHR5			435246.0451	357849.9463		365994.6025		560777.875	477474.1436	394814.8973	368169.7355	355955.0271
RAB9B	617657.7782	520588.9029	435984.0548	370301.212	385043.6278	360691.1365	516756.9243	469237.0703	544571.5686	291096.5091	292255.2255	305561.2425
PPM1H	497977.5048	378557.1659	436974.4842	2041334.318	1733371.949	1846778.074	1202244.251	452065.0625	1508972.914	415374.0752	492842.284	452978.242
SMG6	527868.3229	343450.1703	437270.2182	431358.9311	276157.9091	405054.9279	432740.2586	466617.6328	261336.7002	465960.8521	450999.594	393364.9958
PHC3	446292.1465	452011.1893	437867.2999	558653.6843	633030.5784	552094.3163	615930.4858	480693.1172	574321.4246	387176.718	500834.2217	475596.0589
IPO13	428356.6934	405121.7399	438219.3965	628462.7778	474774.7881	612475.1646	529290.1005	402793.7188	376789.6498	476768.0464	477958.0368	409493.095
MSRB3	786441.6221	521041.8911	438277.2784	520817.4204	457896.8133	540439.1591	406112.196	386812.25	336794.7501	119333.7133	133532.6283	119880.3888
ESRRA	256959.7107	416882.1216	438285.5318	847648.192	798008.8301	450733.7859	427190.8895	413915.9219	598799.3741	371877.0975	277386.9159	217656.6449
SLC7A1	1193047.803	771370.0401	439463.3176	2216585.258	2365414.216	2596363.649	1339060.362	770067.4688	757363.4318	1021744.997	1201545.973	1395622.764
PPP1R37	388650.2094	363503.2893	439939.6899	316815.5811	302118.8568	305770.7499	346989.8615	315179.7813	389045.1585	458522.0621	495660.7526	542062.2966
MKRN1	463426.4421	509050.1258	440832.9043	332336.1874	351529.903	367252.2811	427712.4929	352556.0742	435213.7482	538574.5265	569621.3806	646823.9596
TIMP1	368184.4931	415999.9063	440892.4778	598773.1073	513883.7606	532438.6558	519590.2258	487874.9063	621000.8677	420428.6119	421343.6159	429390.3377
TNRC6A	507535.7079	422644.8597	440919.781	189008.3009	493096.8366	517832.5165	565304.2527	471798.9375	200813.246	131409.1086	417748.5322	156757.2281
C6orf47	449731.9245	315707.3356	441528.3162	211379.4734	245228.1804	207519.877		346256.5313	320190.7323		400968.2626	367004.985
PRPF18	309862.2401	445146.4259	441736.484	522399.3261	334400.9956	320842.5914	375147.8008	461336.5313	519203.4599	477288.6075	489219.5955	431418.0004
PTEN	399100.0066	493007.6844	442574.9627	458746.3516	394669.4835	558906.0418	524961.1073	508167.3008	519114.0242	579041.2557	600503.6011	487164.7053
HDGFL3	436707.1788	419268.6996	442699.831	410213.8792	427380.2118	373002.0184	562138.8623	587118.875	459337.7444	458123.801	565615.9797	504952.417
C1orf52	903422.6337	740714.513	443073.0677	1092755.033	595295.4498	649255.1314	573728.7328	630268.0313	536670.1385	374367.4131		89879.13591
CLASRP	465429.7927	303683.8727	443377.0875	367693.4338	459778.58	383884.9419	418050.5443	405926.25	407598.5386	552986.7855	472973.0736	526535.6665
SARAF	519356.0794	420124.1788	443925.0472	235406.9033	204509.8248	188648.7008	394305.8851	302136.4688	348066.2441	277285.1391		277771.4925
KLHL9	357065.4049	422544.9207	444466.8868	402044.3191	379949.5827	364560.5833	380877.5012	381819.3438	304699.4836	202925.6548	200733.6473	249932.7918
BIRC3	466370.6744	483060.6664	444640.4461	478745.9372	321038.5729	352176.8119	601287.7649	403718.5625	428674.9232	254978.8977	199066.8853	195804.6318
SLC25A30	436619.5565	418704.7651	445990.7246	810535.3077	704906.4148	710027.0485	454023.9203	376272.9375	453896.6577	538665.8038	578169.6094	558358.9173
FLVCR1	962010.9609	652898.8828	446024.9882	525551.129			538015.0317	199363.0469		438312.9894		237794.1654
CEP104	178068.8365	361539.9356	446108.0129	182811.9984	178276.7516	360739.6164	157338.1966	155633.0547	320843.4719	213820.3531	259083.1178	105053.5507
AHDC1	322406.2737	424587.8925	447397.5595	496334.1946	515142.4076	441903.9302	135994.6442	142648.9531	113002.1443	305983.1184	216812.1332	
STXBP5	528179.8441	291716.646	447909.0467	412585.8311	437568.7149	533672.4364	601637.4451	502881.6875		534341.7142	765897.7072	499413.3243
CIT	451165.9945	653018.4228	448849.0989	535631.93	509514.024	583349.3338	534261.2666	503103.75	780503.0215	531071.7509	413853.1695	586378.7773
CSNK1G3	426624.1638	493843.0971	449189.9682	427689.2824	386226.4692	409600.6175	434920.5606	295057.9063	430581.671	333499.627	297783.5066	201258.1642
TRIM11	486270.6783	450826.9187	449219.1408	482689.42	489858.4006	495409.6126	511260.9706	531814.0703	600003.6995	607710.0082	623800.1691	527885.4135
TRAPPC1	412422.4822	439426.623	449255.6941	387246.9432	301888.4287	344819.7076	426962.3981	294653.75	381223.1152	316461.3205	332442.7684	289772.4928
ASF1B	532287.1089	545067.8962	450355.3199	234137.5528	179277.5308	204075.979	283383.65	482454.0313	308187.1289	425806.4695	384104.292	337018.0008
E4F1	424230.2973	414193.7497	450458.1432	369597.6255	403687.5787	371474.8072	388032.1982	412311.2891	375651.1025	432799.7679	355687.439	357319.4816
POLR2M	485182.407	445668.0202	451079.9421	339775.772	278385.5159	281004.4129	389847.1436	367605.0625	289077.7518	356909.8122	301537.6137	384508.1929
CFAP97	1069977.232	878968.4436	453140.6739	554884.1243	555373.6288	627437.6343	493396.5135	585213.7344	497291.5978	614165.2094	636986.9849	491658.1677
UBE2E1	610352.8675	476262.5897	453454.9943	573782.1812	535023.7438	571201.4814	598968.7362	478062.8438	695392.3397	658002.7805	720040.6372	926475.893
PHF14	838195.1507	481314.4933	453732.2174	603839.5016	434823.6472	543521.5058	301076.8566	463877.0547	373529.5454	234270.5062	303445.8561	345753.9936
TLCD1	483526.7554	404606.6713	455311.4372	752467.0709	434050.4782	543505.2292	547772.9266	511135.625	506496.2249	663302.355	442008.5914	398128.9859
DGKZ	104975.7737	478120.3664	455337.7922	290804.1013	330482.0996	385807.7216	483040.3081	392583.9063	484429.8472	456132.4658	429114.8006	126144.3856
SCYL3	547926.3004	408153.123	455598.2605	480302.3219	344422.4082	409541.5879	628271.324	523067.6953	584779.5062	429845.7479	156643.7309	390549.2786
MSI2	1739739.597	2123587.511	456341.8462	3179508.025	3217416.971	3242052.7	2479641.439	591258.6875	2785438.515	2037143.486	2051237.135	1935360.2
SCAF1	726617.8263	696193.1298	458047.486	677209.8457	529113.047	554615.2068	508986.0761	461879.3125	853368.414	689326.2702	500714.0415	690804.572
FABP6	529285.4025	457011.5832	458433.8678	82623.10504	76337.21081	88008.26423	423508.1533	340961.5625	426953.8257	326854.9116	324545.0361	241577.4226
SUOX	790605.5431	545890.363	458504.2915	425948.6775	445913.9651	519631.564	499515.8242	600082.375	457651.699	462117.8736	428154.8839	432612.6081
CNTN2	591488.7283	437621.1958	458743.2319	591908.7023	621584.7018	603875.9585	446701.7893	445948.4063	512727.8753	421694.037	434476.7377	391460.6563
TMEM132A	477253.1951	440537.5636	458794.4657	322948.28	332011.1684	306959.4146	292733.8979	336223.0078	306714.5984	348295.0784	271664.1664	265408.3973
GSTM2	425713.1417	374017.5143	460510.2446							112408.5992	134089.5104	
SEPHS2	344537.6242	668778.7002	461680.7035	339094.5993	469038.3493	507792.9076	411407.3412	371342.6563	444420.4873	495141.2061	486265.9146	471430.9733
TTC26	275069.2739	463259.4485	462081.6851	232995.0997	193967.6429	327753.5104	369206.3497	416868.4141	150848.7847	127740.6852	439391.838	442213.0589
DDB2	538689.8576	430108.8251	462511.4998	413878.071	392149.0059	335319.067	402945.2201	389533.1875	359296.7588	1082147.912	909411.0139	824177.0176
ASTE1	390337.7732	597590.3089	462953.0914	348080.2132	428195.4524	363187.6121	445346.784	551449.4219	402630.6728	275143.9734	551709.7696	193939.3116
IFT52	212556.4996	248762.368	463771.3998	214478.9737	361699.9668	404346.7025	517955.5582	408617.0234	407359.1945	421790.2592	433120.5255	422640.2516
ELP4	457156.8589	329866.2526	463995.7405	282880.5736	248210.9599	203537.5383	293430.1142	400741.2188	422220.22	450748.4295	345693.0583	378101.0018
TMEM129	469795.3462	474875.6989	464770.4005	439465.9216	393149.9571	415008.1589	426095.5858	373348.625	410960.0353	388687.0317	416588.7282	353240.3006
FIS1	317379.3993	224769.1258	464961.1778	733096.6759	241518.7052	560045.7905	272630.2411	614149.7148	426633.7152	607516.8524	819083.3693	587764.2949
PTTG1			465063.5593	143891.4556		90828.26399		486142.6563	399596.9766	160290.329	154854.5153	363861.8548
TRIM46	414870.5073	409449.5778	465210.0957	574000.2101	643695.5808	653382.7376	618446.8671	535306.8438	587011.9852	356751.3654	288689.0692	388571.5949
EHBP1	347282.8099	307525.3718	465331.2898	402667.1295	297675.3883	312384.1046	199873.6061	318374.3438	204360.1929	429545.1965	372493.9266	399448.7154
CBWD1	310664.5682	438747.4333	467242.4253	612863.2919	740280.7134	589724.1535	497567.523	499602.0938	411028.9559	568541.5029	603500.6814	614862.7298
TERF2	315249.1214	453448.2511	468327.6992	590551.3993	410260.2788			323746.3438	423136.1402		163018.4209	201581.7476
MARK1	534492.8857	456073.1511	468472.9102	1143964.283	1208742.338	971289.4231	1325458.755	865574.0156	862781.1226	703875.3655	972508.9428	1331887.595
LIN37	257251.1544	358388.6287	468632.0907	329999.9959	243397.9029	267304.6115	310063.6227	248914.1875	368370.1447	499363.1535	475868.647	430232.2998
ANKRD34B	555829.5655	549355.4068	470546.9057	346223.8347	364001.8045	272984.3498	355008.3246	320914.5313	428412.6453	434961.9968	433322.4718	146033.2805
SLC30A6	614779.5914	551138.0517	471017.2012	499195.3585	466905.5381	395058.5618	472520.7482	471620.375	455096.8102	369794.6939	469003.3895	428778.2144
ZDHHC5	190949.8007	227398.6705	471641.5752	1110350.588	481122.7477	481920.0639	528671.8116	570769.5	423003.5109	571243.1572	578058.1414	691967.682
VARS2	510417.7193	471494.136	473281.403	534237.103	480183.3529	506028.6955	717864.9527	599123.1406	736598.1392	676718.7524	543074.3034	515422.782
MINK1	499369.0225	458135.5944	473520.6289	569596.5997	398395.7595	469689.6714	449886.8643	482030.8047	457259.8747	558473.0535	572478.1775	550593.5756
DNAL4	413673.8587	476215.336	473677.482	490770.3227	408792.5944	434968.7578	361831.1108	293824.375	276683.4993	401057.5708	402043.1741	312494.7557
ZFP64	487459.6896	613279.5187	473920.3876	1025197.263	877829.5326	1356835.998	628816.8337	745580.125	432527.7631	592375.3901	408675.8875	642329.585
POLR1F	572692.3906	530859.3263	474454.1246	481943.1427	450713.7195	359839.4252	457816.1325	361126.2188	387025.2492	387746.2906	428705.7227	389130.0989
LOXL2	437213.974	715762.6186	474807.6435	874945.5425	525573.2475	485584.7293	598553.0728	627265.1328	529382.5041	970385.4174	926169.8459	1444825.383
NUB1	268101.3139	514404.5958	474900.6941	512550.8626	737712.1969	721642.6123	523066.7114	198067.0313	135543.1054	91877.74772		
PRKD3	473352.1972	892054.3074	475603.3896	730112.2194	575025.0876	871669.0776	687539.6532	1150576.188	759745.1719	511833.8847	511076.9937	1096175.525
FLCN	475816.0702	492341.4022	476125.6731	399449.8101	394782.7358	439556.1507	427040.8332	343961.1094	415182.0978	482436.0731	493080.0232	515986.7465
FECH	255983.2285	590882.8241	477065.7468	782358.4327	788850.4388	909419.8912	1366376.625	1010611.125	1324924.639	440593.7075	667522.2957	430275.9922
FBXL15	300620.1686	394161.5034	477889.4965	125862.7171	58810.90949	401395.2359	99567.5541	272694.8125	164726.728	856498.6914	732941.1766	660319.8203
DDX11L8	73659.97806	364259.4724	478672.3453	518169.6467	111888.5122		209395.6077	192327.9063	595600.8919	117715.3374	172760.3212	95935.97054
CENPU	433619.3535	470781.1519	478856.9326	360022.1945	249972.053	385840.8965	401118.9137	239338.5234	249461.089	231451.6908	274146.1556	293182.7492
ARAP3	356282.4808	399976.8884	481327.659	363529.9565	310793.4092	349902.6646	141000.944	313054.3281	256293.8845	393232.7378	363965.5435	373027.7487
KAT6A	777557.8014	562698.0948	481804.1068	707382.8678	695884.5424	656101.3962	392593.8512	157178.6016	544177.7174	582815.9703	507593.8069	234745.3649
MARS2		356755.873	482719.2046	476723.7605	299231.8452	235671.314	260712.0538	241842.7656	362835.0151	507098.6693	632215.0253	544982.6534
PARG	449810.0934	445204.4085	484603.8127	579412.233	545308.4365	446104.4743	550868.1566	223764.1714	464147.2879	283197.6961	423312.5109	194739.5349
MLF1		750862.9541	485811.9401	446887.2445	422597.804	487519.8349	362845.4053	367151.3125	315583.1644	482591.8037	413713.582	405888.5488
NLRP2	657819.6049	633854.1264	485818.5773	779396.5779	915959.7276	788164.5358	572694.166	848411.625	603911.0252	960648.3582	621022.6121	526860.2826
TMEM19	469527.3235	607260.801	486071.3525	477113.2105	450885.1553	477316.4805	579962.2135	501883.6875	466336.1816	300308.4255	208738.1912	257597.9303
PPP1R21	528009.8513	560032.8747	486760.7628	417978.4672	375153.3905	409511.2147	603555.4446	583127.0313	654248.0688	768366.4065	702701.1549	897579.049
C17orf75	522848.3682	444523.645	488138.172	717116.0775	593899.7269	529877.7628	620279.6666	447480.8535	1202949.433	616445.3306	726152.5855	1212617.428
PXMP4	510041.6842	865122.1837	488476.8326	629947.0446	475456.3839	507463.7588	984358.029	1337015.438	876414.1055	939419.913	830566.4341	791775.5165
NPTXR	554421.2097	607261.8374	488662.8044	607643.7659	524376.5183	588987.0996	560348.518	670909.0625	618154.7975	737928.3682	506536.6822	691134.9024
FBXL14	687201.455	368762.7241	489221.0216	290641.2886	672632.2954	442943.5758	281901.7198	497412.9375	574994.9349	387042.4288	598375.9402	370148.184
RPS6KA5	755689.2297	646052.42	490250.7195	664271.2589	658515.2851	697327.7891	757336.9837	755274.2188	826600.485	932915.6854	910995.1091	970911.2174
WDR62	670702.0043	648540.3285	490528.0179	541513.4713	613308.2273	470801.905	867041.4704	493970.3594	475295.8865	175064.2147	576197.2543	200858.2806
RAD51C	528156.1424	470326.8441	490648.307	208396.4765	120262.4497	391817.0878	309309.1813	359939.5234	390283.7696	243801.2214	206422.129	202529.7263
KIF13A	523753.3046	546266.9048	491008.1076	678014.5322	413951.3366	389448.4189	848294.7652	949209.4219	725219.9388	1020346.327	339550.922	670176.4355
MSL3	636413.8087	593204.7402	492013.9933	582910.8366	442271.1612	897162.4141	456314.0279	460830.0313	99230.03442	651851.2649	483135.395	664571.0685
AP5M1	446686.2305	661391.2773	492444.5838	420258.6269	402827.0354	388840.668	375744.4813	340615.8984	398961.763	462200.644	314088.2026	431766.1967
EFCAB14	195192.6043		494333.9759		940008.1304	154008.5027	303602.4343	256697.7656	814920.5433	646599.8263	853311.0956	689603.3377
PNPLA8	493517.0645	446735.2387	494726.4347	694173.2582	594831.3067	576162.5793	415552.3957	374176.25	361539.2782	395557.1943	410554.2756	412135.523
B4GALT3	581802.9004	506803.495	495743.0735	516380.4545	294542.2626	450288.2466	130827.5194	357859.3906	260597.6502	440833.5716	182510.0759	365905.1028
RASL11A	444168.9647	430600.0174	496180.8508	571709.3163	524440.3981	523621.7396	512086.3207	405756.0938	425398.0081	479158.369	450012.0533	449192.4331
METTL15	960467.4351	775176.0894	496185.053	567301.1224	832943.3705	779493.0539	464335.7598	837045.8594	862861.1396	1095377.088	1202596.979	1116082.475
CDK12	527736.5647	536485.2361	497283.5071	592803.9315	530480.231	353841.112	739451.722	863146.1406	782682.4198	496380.2649	522387.3184	460394.0104
NLRX1	315988.4909	629555.5893	498066.2886	388616.0779	339037.0239	673820.2072	287055.0833	305503.125	313419.4527	788376.1497	404233.6037	404079.5114
SMC6	479785.92	513503.2737	498119.3218	439391.0448	453020.0745	383659.8739	478029.6706	478319.0156	466425.9324	229306.7194	285641.5191	262539.4136
ASL	540277.3228	526687.0325	498244.2548	258143.5751	186718.7075	150684.4723	232013.8332		267906.3789	349327.4898	368134.1237	484774.7928
AGPAT5	585348.1411	539598.9484	499069.3944	1362142.479	1427844.993	1175572.886	1035741.046	1299607.391	939056.9111	328825.7308	962448.4715	726462.096
MYO5A	1466682.77	1341188.676	499127.2601	941007.23	219084.0087	306030.9816	1080616.033	264650.7891	1067921.707	344096.0996	850735.9401	311177.466
SCML2	404744.2063	475224.4873	499467.7469	498081.4563	459377.5593	410377.6739	509409.6578	456068.25	455774.9959	318500.0156	304765.3603	264376.6139
INTS6	535821.1402	446375.8845	500380.6144	591872.953	566031.7131	529703.3815	760579.0189	380164.0469	359283.644	481330.7763	711662.9941	755407.8734
IBA57	677837.6519	688897.1816	500513.7577	521041.8462	516018.4303	553176.9678	853579.4892	680834.3125	724688.3658	554558.8561	618169.3611	338871.6514
KHNYN	386473.6427	469724.7632	501025.5143	527486.5474	438820.1858	377258.7017	346070.6405	193566.5156	319153.6454	379062.9298	163080.8368	193768.6386
ULBP2	673865.3005	411576.7574	501831.9813	1409931.026	974991.4239	1049155.505	619859.7858	410965.8125	425700.7714	379846.2986	369635.6903	392445.7954
RUNX1	418508.1051	673328.126	502457.1096	724048.4537	481395.5615	549704.2897	704058.7512	484332.4375	456626.8071	579129.6775	685733.7185	490443.1123
SFR1	475811.5319	612694.798	504245.6071	336700.1451	372992.0469	362540.65	356422.4368	306911.4453	439797.0454	369008.3104	413830.5023	339999.8815
TEX2	674325.863	564546.4188	504487.0472	479772.661	544172.7562	468373.27	533097.2943	414358.1406	561888.739	612427.2597	637744.1166	483777.0288
CLSPN	630809.9563	575703.5007	504610.8704	356708.6321	315364.1165	301797.8305	468886.3949	443439.3203	483491.8789	230153.4769	263776.3951	253508.4049
SLC22A18	610667.644	640729.4173	506347.8432	790059.1932	663014.8204	668143.3808	822600.6648	821019.8125	748485.7707	990325.9117	933024.0272	1128765.909
NDUFV3	516838.3806	469296.515	506435.2693	188064.7084	226220.3543	206279.8636	460459.1269	400212.4922	1876595.143	340094.3261	428609.8015	454333.8453
CRYBG3	601705.7026	571929.9623	506467.1814	396486.6284	484503.7041	302915.7049	582578.5982	459702.4922	683315.9665	574790.8675	463846.4822	327229.4779
ACP3	427413.7912	502036.1929	506555.5476	90096.23438	69571.74755	62475.85368	147564.6209	123882.1758	113957.4045	179285.008	137660.5566	160387.6008
ATP23	447240.6935	425171.6056	506786.9242	223682.1134	236030.002	259440.4893	328531.111	321280.4141	354945.9418	299634.3825	335762.8474	296365.6668
RPF1	480157.9861	512107.7724	507024.2053	402535.8118	548291.8678	436665.2396	553440.0864	518392.2188	555205.2601	457455.974	445175.3805	471590.2564
ZCCHC17	560419.6351	554912.4322	508034.11	536075.2363	476800.5595	349498.8071	432549.3547	440667.2188	364931.7393	513215.7396	588068.6171	636881.1129
MT-CO1	277028.1759	375364.3009	508544.7675	353143.2404	262055.5436	219021.44	471035.273	441653.0625	324131.8327	217384.6568	199980.6288	199781.0579
LPCAT4	514320.7298	493385.301	508762.4171	742577.6278	623417.1475	750742.2466	634926.2577	438123.25	601502.715	709524.2591	576468.5558	660463.1264
GBA2	528876.533	631941.7067	509594.9428	607883.3518	481360.3219	517727.4453	261935.9836	211317.3008	252437.9405	252080.4957	264957.2221	235366.8772
CDC42EP2	211012.8295	477154.0177	509871.1799	1193069.773	1027242.957	894477.2721	592624.6304	594888.4844	466199.4306	233522.3986	357324.2799	330943.5326
NMRK1	373203.8545	386492.094	510406.9426	242475.9188	337831.0191	277460.2072	428950.6917	261014.6094	410819.7246	483555.7968	511217.8013	506843.796
TMEM51	550163.829	558846.8071	510566.8827	553557.7606	490613.6507	604750.7175	518224.2114	506701.7813	438043.5187	273907.1434	294715.9367	391101.6509
CRTC1	528271.267	565366.8512	510933.7407	383665.7722	379915.6294	326623.0841	2163355.71	302034.9688	355767.6999	2235906.483	388559.5394	2382714.886
WBP4	376542.3873	437717.3153	511164.8371	450746.6699	327473.7648	385777.8059	479044.2055	400993.125	331377.7128	354654.3659	465995.9097	354778.8017
USP33	438935.2461	237810.1735	511180.6329	351877.9591	340589.9443	321728.0077	389076.4202	222326.8594	232078.3065	356023.4355	227834.5515	211609.4231
MAGI1	631226.9001	505495.1716	511781.9059	691080.5473	581841.6389	562808.5639	546902.89	520654.8359	470015.4469	731537.9934	679002.5675	655218.9334
NFATC2	596192.1666	1015047.631	512308.3	191369.5711	196176.5005	630291.7858	980438.4643	652553.4063	946120.4962	747785.2998	726754.6495	942726.6096
UTP11	651785.4666	572370.9764	512448.3876	551710.3499	602967.5194	584017.4867	683601.0454	626611.5781	730119.8123	398205.2006	451839.1112	333211.1633
KCTD10	441350.8097	475578.2371	513518.5123	386622.0097	460426.0159	442421.4117	497959.0216	521408.0625	480258.2509	481388.822	419733.8795	475602.2035
SAV1	487516.9392	471427.2285	514141.7011	665487.8424	754139.8042	724095.9851	835706.33	508316.2656	433783.8662	249743.3983	393249.1135	360311.8702
GORASP1	519782.8374	454863.3271	514512.0286	345057.3645	395648.2438	398509.3278	381348.0406	377083.25	365630.3635	371000.6604	367534.3283	433406.4888
INPP5B	461482.0249	553760.3414	514943.104	583343.8095	528251.2389	455710.0839	426647.0009	486089.7031	496024.2535	630776.3016	516272.7488	535114.773
IGSF9	484226.4271	394709.9682	516501.6418	442675.9872	217487.5151	414420.6892	461000.388	186792.9844	528919.9964	500607.7144	491476.9401	595523.2381
DGKE	630467.8379	511605.4025	516911.9058	822634.8631	673730.2279	647252.422	515383.3033	432042.8438	551366.1311	529181.8216	608993.9513	496394.9114
FANCG	478648.4172	576156.9976	516913.285	539319.9012	454676.7393	548764.8926	482390.4617	410465.9375	323568.5458	323682.8917	226206.1132	384208.9816
CNOT6	536388.4283	484821.5366	517302.3982	522154.51	318241.2545	345920.7241	508365.8277	445335.2188	866443.7476	457518.9398	324411.1678	431124.7681
TFCP2	560878.0568	584274.7409	517934.6217	1898057.07	1782183.254	1934056.868				512085.6485	450162.5837	496217.6118
DNAH6	528701.6813	446679.233	518599.9612	351372.1163	454193.3392	540089.4708	720304.1369	734661.75	707818.1697	1101974.165	1157735.208	1164397.151
TM2D2	447460.5111	599879.0976	518744.7305	410528.7566		430221.4193	454962.8258		523753.2549	568668.0115	518170.8682	543588.7838
EDRF1	392200.5978	639567.346	519081.9904	723538.4976	458211.4622	811889.4941	763390.3825	778580.5156	803841.9383	296211.0168	644703.284	343947.4605
VPS13B	477792.127	527811.5235	520095.483	301365.7548	613030.1905	217540.5988	467504.8422	290068.3477	238824.7703	692099.0539	367163.0306	220975.7837
RFX6	824099.8538	502523.1435	520304.9977	541900.179	493478.0497	531759.3882	736484.4658	922864.0625	832359.5447	897137.4385	867735.3542	945239.5957
RBBP8NL	746450.606	561044.0251	520787.6625	518377.8621	216527.005	348913.3236	846737.3748	629500.1406	617424.783	544746.3393	500876.0865	427556.0161
ATP7A	333857.8745	476589.9417	521446.2113	327654.961	301848.1618	311928.095	469238.8274	305471.2461	304715.7664	558608.1785	386812.5246	427490.9551
